state,district,month,total_demographic,year,month_num,lag_1,diff_1,diff_2,rolling_3,trend_diff
Maharashtra,Bhandara,2025-11-01,10821,2025,11,6077.0,3188.0,616.0,3094.3333333333335,3188.0
Maharashtra,Bhandara,2025-12-01,4760,2025,12,10821.0,4744.0,1556.0,6595.666666666667,4744.0
Rajasthan,Bharatpur,2025-10-01,5092,2025,10,9310.0,1633.0,-3566.0,6488.333333333333,1633.0
Rajasthan,Bharatpur,2025-11-01,10202,2025,11,5092.0,-4218.0,-5851.0,7359.666666666667,-4218.0
Rajasthan,Bharatpur,2025-12-01,11960,2025,12,10202.0,5110.0,9328.0,8201.333333333334,5110.0
Gujarat,Bharuch,2025-10-01,2522,2025,10,5089.0,3554.0,3877.0,2827.3333333333335,3554.0
Gujarat,Bharuch,2025-11-01,5720,2025,11,2522.0,-2567.0,-6121.0,3048.6666666666665,-2567.0
Gujarat,Bharuch,2025-12-01,7424,2025,12,5720.0,3198.0,5765.0,4443.666666666667,3198.0
Gujarat,Bhavnagar,2025-11-01,8114,2025,11,3296.0,-4713.0,-10850.0,4392.333333333333,-4713.0
Gujarat,Bhavnagar,2025-12-01,11066,2025,12,8114.0,4818.0,9531.0,6473.0,4818.0
Rajasthan,Bhilwara,2025-11-01,10059,2025,11,4417.0,-4778.0,-11591.0,5331.333333333333,-4778.0
Rajasthan,Bhilwara,2025-12-01,12739,2025,12,10059.0,5642.0,10420.0,7890.333333333333,5642.0
Madhya Pradesh,Bhind,2025-09-01,6171,2025,9,3008.0,636.0,548.0,2554.6666666666665,636.0
Madhya Pradesh,Bhind,2025-10-01,3180,2025,10,6171.0,3163.0,2527.0,3850.3333333333335,3163.0
Madhya Pradesh,Bhind,2025-11-01,6543,2025,11,3180.0,-2991.0,-6154.0,4119.666666666667,-2991.0
Madhya Pradesh,Bhind,2025-12-01,8052,2025,12,6543.0,3363.0,6354.0,5298.0,3363.0
Haryana,Bhiwani,2025-07-01,1022,2025,7,1256.0,-1211.0,-2178.0,1741.0,-1211.0
Haryana,Bhiwani,2025-09-01,2728,2025,9,1022.0,-234.0,977.0,1581.6666666666667,-234.0
Haryana,Bhiwani,2025-10-01,2775,2025,10,2728.0,1706.0,1940.0,1668.6666666666667,1706.0
Haryana,Bhiwani,2025-11-01,4266,2025,11,2775.0,47.0,-1659.0,2175.0,47.0
Haryana,Bhiwani,2025-12-01,5605,2025,12,4266.0,1491.0,1444.0,3256.3333333333335,1491.0
Bihar,Bhojpur,2025-12-01,18134,2025,12,15432.0,3866.0,32373.0,22357.0,3866.0
Madhya Pradesh,Bhopal,2025-07-01,6161,2025,7,4279.0,-3879.0,-5275.0,6399.666666666667,-3879.0
Madhya Pradesh,Bhopal,2025-09-01,6756,2025,9,6161.0,1882.0,5761.0,6199.333333333333,1882.0
Madhya Pradesh,Bhopal,2025-10-01,4365,2025,10,6756.0,595.0,-1287.0,5732.0,595.0
Madhya Pradesh,Bhopal,2025-11-01,8918,2025,11,4365.0,-2391.0,-2986.0,5760.666666666667,-2391.0
Madhya Pradesh,Bhopal,2025-12-01,11015,2025,12,8918.0,4553.0,6944.0,6679.666666666667,4553.0
Karnataka,Bidar,2025-09-01,4590,2025,9,1285.0,-171.0,-881.0,1162.3333333333333,-171.0
Karnataka,Bidar,2025-10-01,3198,2025,10,4590.0,3305.0,3476.0,2443.6666666666665,3305.0
Karnataka,Bidar,2025-11-01,5409,2025,11,3198.0,-1392.0,-4697.0,3024.3333333333335,-1392.0
Karnataka,Bidar,2025-12-01,6763,2025,12,5409.0,2211.0,3603.0,4399.0,2211.0
Karnataka,Bijapur,2025-10-01,2697,2025,10,858.0,-3470.0,-6208.0,2258.6666666666665,-3470.0
Chhattisgarh,Bijapur,2025-11-01,1584,2025,11,2697.0,1839.0,5309.0,2627.6666666666665,1839.0
Karnataka,Bijapur,2025-11-01,3928,2025,11,1584.0,-1113.0,-2952.0,1713.0,-1113.0
Chhattisgarh,Bijapur,2025-12-01,3322,2025,12,3928.0,2344.0,3457.0,2736.3333333333335,2344.0
Karnataka,Bijapur,2025-12-01,5414,2025,12,3322.0,-606.0,-2950.0,2944.6666666666665,-606.0
Uttar Pradesh,Bijnor,2025-07-01,18228,2025,7,4341.0,-5899.0,-12289.0,6143.666666666667,-5899.0
Uttar Pradesh,Bijnor,2025-09-01,20778,2025,9,18228.0,13887.0,19786.0,10936.333333333334,13887.0
Uttar Pradesh,Bijnor,2025-10-01,12681,2025,10,20778.0,2550.0,-11337.0,14449.0,2550.0
Uttar Pradesh,Bijnor,2025-11-01,36589,2025,11,12681.0,-8097.0,-10647.0,17229.0,-8097.0
Uttar Pradesh,Bijnor,2025-12-01,33397,2025,12,36589.0,23908.0,32005.0,23349.333333333332,23908.0
Rajasthan,Bikaner,2025-07-01,3995,2025,7,2771.0,316.0,2884.0,3416.3333333333335,316.0
Rajasthan,Bikaner,2025-09-01,6000,2025,9,3995.0,1224.0,908.0,3073.6666666666665,1224.0
Rajasthan,Bikaner,2025-10-01,3843,2025,10,6000.0,2005.0,781.0,4255.333333333333,2005.0
Rajasthan,Bikaner,2025-11-01,6635,2025,11,3843.0,-2157.0,-4162.0,4612.666666666667,-2157.0
Rajasthan,Bikaner,2025-12-01,10064,2025,12,6635.0,2792.0,4949.0,5492.666666666667,2792.0
Himachal Pradesh,Bilaspur,2025-06-01,143,2025,6,20291.0,20066.0,22557.0,7744.0,20066.0
Chhattisgarh,Bilaspur,2025-07-01,10933,2025,7,143.0,-20148.0,-40214.0,6886.333333333333,-20148.0
Chhattisgarh,Bilaspur,2025-09-01,11374,2025,9,10933.0,10790.0,30938.0,10455.666666666666,10790.0
Himachal Pradesh,Bilaspur,2025-09-01,1445,2025,9,11374.0,441.0,-10349.0,7483.333333333333,441.0
Chhattisgarh,Bilaspur,2025-10-01,9200,2025,10,1445.0,-9929.0,-10370.0,7917.333333333333,-9929.0
Himachal Pradesh,Bilaspur,2025-10-01,581,2025,10,9200.0,7755.0,17684.0,7339.666666666667,7755.0
Chhattisgarh,Bilaspur,2025-11-01,16136,2025,11,581.0,-8619.0,-16374.0,3742.0,-8619.0
Himachal Pradesh,Bilaspur,2025-11-01,838,2025,11,16136.0,15555.0,24174.0,8639.0,15555.0
Chhattisgarh,Bilaspur,2025-12-01,22502,2025,12,838.0,-15298.0,-30853.0,5851.666666666667,-15298.0
Himachal Pradesh,Bilaspur,2025-12-01,1258,2025,12,22502.0,21664.0,36962.0,13158.666666666666,21664.0
West Bengal,Birbhum,2025-07-01,3330,2025,7,2150.0,-1148.0,-3492.0,2134.0,-1148.0
West Bengal,Birbhum,2025-09-01,28182,2025,9,3330.0,1180.0,2328.0,2926.0,1180.0
West Bengal,Birbhum,2025-10-01,15759,2025,10,28182.0,24852.0,23672.0,11220.666666666666,24852.0
West Bengal,Birbhum,2025-11-01,21624,2025,11,15759.0,-12423.0,-37275.0,15757.0,-12423.0
West Bengal,Birbhum,2025-12-01,20907,2025,12,21624.0,5865.0,18288.0,21855.0,5865.0
Manipur,Bishnupur,2025-12-01,2102,2025,12,13382.0,1717.0,-7538.0,9152.333333333334,1717.0
Assam,Biswanath,2025-12-01,2046,2025,12,1328.0,188.0,716.0,1378.6666666666667,188.0
Jharkhand,Bokaro,2025-12-01,9909,2025,12,9834.0,5995.0,9436.0,6984.333333333333,5995.0
Assam,Bongaigaon,2025-10-01,2378,2025,10,4089.0,891.0,713.0,3435.6666666666665,891.0
Assam,Bongaigaon,2025-11-01,3210,2025,11,2378.0,-1711.0,-2602.0,3221.6666666666665,-1711.0
Assam,Bongaigaon,2025-12-01,4642,2025,12,3210.0,832.0,2543.0,3225.6666666666665,832.0
Gujarat,Botad,2025-12-01,1171,2025,12,983.0,500.0,1126.0,858.3333333333334,500.0
Odisha,Boudh,2025-12-01,1479,2025,12,1350.0,58.0,295.0,1390.3333333333333,58.0
Uttar Pradesh,Budaun,2025-11-01,20380,2025,11,11065.0,-11658.0,-28850.0,13106.333333333334,-11658.0
Uttar Pradesh,Budaun,2025-12-01,26441,2025,12,20380.0,9315.0,20973.0,18056.0,9315.0
Jammu and Kashmir,Budgam,2025-07-01,1738,2025,7,706.0,-263.0,1351.0,1419.3333333333333,-263.0
Jammu and Kashmir,Budgam,2025-09-01,797,2025,9,1738.0,1032.0,1295.0,1137.6666666666667,1032.0
Jammu and Kashmir,Budgam,2025-10-01,460,2025,10,797.0,-941.0,-1973.0,1080.3333333333333,-941.0
Jammu and Kashmir,Budgam,2025-11-01,841,2025,11,460.0,-337.0,604.0,998.3333333333334,-337.0
Jammu and Kashmir,Budgam,2025-12-01,1440,2025,12,841.0,381.0,718.0,699.3333333333334,381.0
Uttar Pradesh,Bulandshahr,2025-07-01,5751,2025,7,4849.0,1403.0,5021.0,5119.666666666667,1403.0
Uttar Pradesh,Bulandshahr,2025-09-01,18890,2025,9,5751.0,902.0,-501.0,4682.0,902.0
Uttar Pradesh,Bulandshahr,2025-10-01,9807,2025,10,18890.0,13139.0,12237.0,9830.0,13139.0
Uttar Pradesh,Bulandshahr,2025-11-01,20050,2025,11,9807.0,-9083.0,-22222.0,11482.666666666666,-9083.0
Uttar Pradesh,Bulandshahr,2025-12-01,25571,2025,12,20050.0,10243.0,19326.0,16249.0,10243.0
Maharashtra,Buldhana,2025-10-01,17493,2025,10,6758.0,5817.0,5403.0,2742.0,5817.0
Maharashtra,Buldhana,2025-11-01,58210,2025,11,17493.0,10735.0,4918.0,8397.333333333334,10735.0
Maharashtra,Buldhana,2025-12-01,14607,2025,12,58210.0,40717.0,29982.0,27487.0,40717.0
Rajasthan,Bundi,2025-09-01,5012,2025,9,610.0,-506.0,-1065.0,761.0,-506.0
Rajasthan,Bundi,2025-10-01,1774,2025,10,5012.0,4402.0,4908.0,2246.0,4402.0
Rajasthan,Bundi,2025-11-01,4271,2025,11,1774.0,-3238.0,-7640.0,2465.3333333333335,-3238.0
Rajasthan,Bundi,2025-12-01,5857,2025,12,4271.0,2497.0,5735.0,3685.6666666666665,2497.0
Madhya Pradesh,Burhanpur,2025-10-01,857,2025,10,1595.0,-1138.0,-2999.0,1733.3333333333333,-1138.0
Madhya Pradesh,Burhanpur,2025-11-01,1690,2025,11,857.0,-738.0,400.0,1728.3333333333333,-738.0
Madhya Pradesh,Burhanpur,2025-12-01,2252,2025,12,1690.0,833.0,1571.0,1380.6666666666667,833.0
Bihar,Buxar,2025-12-01,12331,2025,12,9900.0,2458.0,6424.0,9583.333333333334,2458.0
Assam,Cachar,2025-11-01,7800,2025,11,6788.0,-3526.0,-12727.0,6071.666666666667,-3526.0
Assam,Cachar,2025-12-01,9227,2025,12,7800.0,1012.0,4538.0,8300.666666666666,1012.0
Delhi,Central Delhi,2025-09-01,3041,2025,9,1700.0,243.0,5920.0,3430.3333333333335,243.0
Delhi,Central Delhi,2025-10-01,1742,2025,10,3041.0,1341.0,1098.0,2066.0,1341.0
Delhi,Central Delhi,2025-11-01,3567,2025,11,1742.0,-1299.0,-2640.0,2161.0,-1299.0
Delhi,Central Delhi,2025-12-01,4437,2025,12,3567.0,1825.0,3124.0,2783.3333333333335,1825.0
Himachal Pradesh,Chamba,2025-11-01,2555,2025,11,1646.0,-2492.0,-6388.0,2008.6666666666667,-2492.0
Himachal Pradesh,Chamba,2025-12-01,3273,2025,12,2555.0,909.0,3401.0,2779.6666666666665,909.0
Uttarakhand,Chamoli,2025-12-01,2171,2025,12,1312.0,533.0,1149.0,1162.0,533.0
Uttarakhand,Champawat,2025-10-01,1042,2025,10,1224.0,536.0,583.0,882.3333333333334,536.0
Uttarakhand,Champawat,2025-11-01,1912,2025,11,1042.0,-182.0,-718.0,984.6666666666666,-182.0
Uttarakhand,Champawat,2025-12-01,1984,2025,12,1912.0,870.0,1052.0,1392.6666666666667,870.0
Mizoram,Champhai,2025-10-01,383,2025,10,512.0,82.0,494.0,594.6666666666666,82.0
Mizoram,Champhai,2025-11-01,495,2025,11,383.0,-129.0,-211.0,441.6666666666667,-129.0
Mizoram,Champhai,2025-12-01,411,2025,12,495.0,112.0,241.0,463.3333333333333,112.0
Karnataka,Chamrajanagar,2025-11-01,2501,2025,11,1767.0,-581.0,-2626.0,1472.6666666666667,-581.0
Karnataka,Chamrajanagar,2025-12-01,3511,2025,12,2501.0,734.0,1315.0,2205.3333333333335,734.0
Uttar Pradesh,Chandauli,2025-12-01,13639,2025,12,12712.0,4131.0,12087.0,12610.0,4131.0
Manipur,Chandel,2025-12-01,659,2025,12,2745.0,1193.0,264.0,1640.0,1193.0
Chandigarh,Chandigarh,2025-07-01,7496,2025,7,5054.0,-1808.0,1834.0,7473.333333333333,-1808.0
Chandigarh,Chandigarh,2025-09-01,4728,2025,9,7496.0,2442.0,4250.0,6470.666666666667,2442.0
Chandigarh,Chandigarh,2025-10-01,2792,2025,10,4728.0,-2768.0,-5210.0,5759.333333333333,-2768.0
Chandigarh,Chandigarh,2025-11-01,5661,2025,11,2792.0,-1936.0,832.0,5005.333333333333,-1936.0
Chandigarh,Chandigarh,2025-12-01,6705,2025,12,5661.0,2869.0,4805.0,4393.666666666667,2869.0
Maharashtra,Chandrapur,2025-07-01,1628,2025,7,1521.0,-434.0,-1948.0,1305.6666666666667,-434.0
Maharashtra,Chandrapur,2025-09-01,5026,2025,9,1628.0,107.0,541.0,1701.3333333333333,107.0
Maharashtra,Chandrapur,2025-10-01,17645,2025,10,5026.0,3398.0,3291.0,2725.0,3398.0
Maharashtra,Chandrapur,2025-11-01,40581,2025,11,17645.0,12619.0,9221.0,8099.666666666667,12619.0
Maharashtra,Chandrapur,2025-12-01,11902,2025,12,40581.0,22936.0,10317.0,21084.0,22936.0
Arunachal Pradesh,Changlang,2025-12-01,560,2025,12,651.0,179.0,1690.0,1035.3333333333333,179.0
Assam,Charaideo,2025-12-01,1520,2025,12,1326.0,-36.0,247.0,1444.3333333333333,-36.0
Haryana,Charkhi Dadri,2025-09-01,992,2025,9,891.0,46.0,116.0,883.6666666666666,46.0
Haryana,Charkhi Dadri,2025-10-01,935,2025,10,992.0,101.0,55.0,909.3333333333334,101.0
Haryana,Charkhi Dadri,2025-11-01,1523,2025,11,935.0,-57.0,-158.0,939.3333333333334,-57.0
Haryana,Charkhi Dadri,2025-12-01,2046,2025,12,1523.0,588.0,645.0,1150.0,588.0
Jharkhand,Chatra,2025-12-01,7548,2025,12,6553.0,3833.0,9161.0,5773.666666666667,3833.0
Tamil Nadu,Chengalpattu,2025-12-01,5002,2025,12,4581.0,2374.0,2627.0,3082.6666666666665,2374.0
Tamil Nadu,Chennai,2025-10-01,11669,2025,10,18657.0,17091.0,18300.0,7666.0,17091.0
Tamil Nadu,Chennai,2025-11-01,26864,2025,11,11669.0,-6988.0,-24079.0,10630.666666666666,-6988.0
Tamil Nadu,Chennai,2025-12-01,26590,2025,12,26864.0,15195.0,22183.0,19063.333333333332,15195.0
Madhya Pradesh,Chhatarpur,2025-07-01,2476,2025,7,2914.0,-569.0,-2626.0,2607.6666666666665,-569.0
Madhya Pradesh,Chhatarpur,2025-09-01,9160,2025,9,2476.0,-438.0,131.0,2957.6666666666665,-438.0
Madhya Pradesh,Chhatarpur,2025-10-01,3769,2025,10,9160.0,6684.0,7122.0,4850.0,6684.0
Madhya Pradesh,Chhatarpur,2025-11-01,7220,2025,11,3769.0,-5391.0,-12075.0,5135.0,-5391.0
Madhya Pradesh,Chhatarpur,2025-12-01,10492,2025,12,7220.0,3451.0,8842.0,6716.333333333333,3451.0
Maharashtra,Chhatrapati Sambhajinagar,2025-11-01,3197,2025,11,1488.0,-1201.0,-2718.0,1783.0,-1201.0
Maharashtra,Chhatrapati Sambhajinagar,2025-12-01,4726,2025,12,3197.0,1709.0,2910.0,2458.0,1709.0
Madhya Pradesh,Chhindwara,2025-07-01,8027,2025,7,6585.0,-1144.0,-3509.0,6559.333333333333,-1144.0
Madhya Pradesh,Chhindwara,2025-09-01,5638,2025,9,8027.0,1442.0,2586.0,7447.0,1442.0
Madhya Pradesh,Chhindwara,2025-10-01,2965,2025,10,5638.0,-2389.0,-3831.0,6750.0,-2389.0
Madhya Pradesh,Chhindwara,2025-11-01,6240,2025,11,2965.0,-2673.0,-284.0,5543.333333333333,-2673.0
Madhya Pradesh,Chhindwara,2025-12-01,8022,2025,12,6240.0,3275.0,5948.0,4947.666666666667,3275.0
Gujarat,Chhotaudepur,2025-12-01,1492,2025,12,1252.0,702.0,1766.0,1138.6666666666667,702.0
Karnataka,Chickmagalur,2025-10-01,2208,2025,10,3033.0,2175.0,1583.0,1385.6666666666667,2175.0
Karnataka,Chickmagalur,2025-11-01,3242,2025,11,2208.0,-825.0,-3000.0,2033.0,-825.0
Karnataka,Chickmagalur,2025-12-01,4016,2025,12,3242.0,1034.0,1859.0,2827.6666666666665,1034.0
Karnataka,Chikkaballapur,2025-10-01,2486,2025,10,3655.0,1749.0,2179.0,2632.3333333333335,1749.0
Karnataka,Chikkaballapur,2025-11-01,3849,2025,11,2486.0,-1169.0,-2918.0,2682.3333333333335,-1169.0
Karnataka,Chikkaballapur,2025-12-01,5471,2025,12,3849.0,1363.0,2532.0,3330.0,1363.0
Assam,Chirang,2025-12-01,3326,2025,12,2015.0,375.0,461.0,1793.6666666666667,375.0
Karnataka,Chitradurga,2025-07-01,2379,2025,7,1385.0,-673.0,-1838.0,1445.3333333333333,-673.0
Karnataka,Chitradurga,2025-09-01,4532,2025,9,2379.0,994.0,1667.0,1940.6666666666667,994.0
Karnataka,Chitradurga,2025-10-01,3434,2025,10,4532.0,2153.0,1159.0,2765.3333333333335,2153.0
Karnataka,Chitradurga,2025-11-01,5104,2025,11,3434.0,-1098.0,-3251.0,3448.3333333333335,-1098.0
Karnataka,Chitradurga,2025-12-01,7131,2025,12,5104.0,1670.0,2768.0,4356.666666666667,1670.0
Uttar Pradesh,Chitrakoot,2025-12-01,6290,2025,12,5713.0,2198.0,6240.0,5595.0,2198.0
Andhra Pradesh,Chittoor,2025-07-01,6893,2025,7,7177.0,-3071.0,-11991.0,6251.0,-3071.0
Andhra Pradesh,Chittoor,2025-09-01,12677,2025,9,6893.0,-284.0,2787.0,8106.0,-284.0
Andhra Pradesh,Chittoor,2025-10-01,11433,2025,10,12677.0,5784.0,6068.0,8915.666666666666,5784.0
Andhra Pradesh,Chittoor,2025-11-01,18763,2025,11,11433.0,-1244.0,-7028.0,10334.333333333334,-1244.0
Andhra Pradesh,Chittoor,2025-12-01,20582,2025,12,18763.0,7330.0,8574.0,14291.0,7330.0
Rajasthan,Chittorgarh,2025-10-01,2994,2025,10,6851.0,5796.0,5558.0,2907.6666666666665,5796.0
Rajasthan,Chittorgarh,2025-11-01,6661,2025,11,2994.0,-3857.0,-9653.0,3633.3333333333335,-3857.0
Rajasthan,Chittorgarh,2025-12-01,6986,2025,12,6661.0,3667.0,7524.0,5502.0,3667.0
Nagaland,Chumukedima,2025-12-01,210,2025,12,412.0,83.0,-85.0,300.6666666666667,83.0
Manipur,Churachandpur,2025-12-01,1692,2025,12,5493.0,2823.0,1594.0,3201.3333333333335,2823.0
Rajasthan,Churu,2025-07-01,4683,2025,7,941.0,-596.0,2331.0,2314.0,-596.0
Rajasthan,Churu,2025-09-01,5715,2025,9,4683.0,3742.0,4338.0,2387.0,3742.0
Rajasthan,Churu,2025-10-01,3229,2025,10,5715.0,1032.0,-2710.0,3779.6666666666665,1032.0
Rajasthan,Churu,2025-11-01,6752,2025,11,3229.0,-2486.0,-3518.0,4542.333333333333,-2486.0
Rajasthan,Churu,2025-12-01,8346,2025,12,6752.0,3523.0,6009.0,5232.0,3523.0
Tamil Nadu,Coimbatore,2025-09-01,14991,2025,9,926.0,-276.0,-1115.0,830.3333333333334,-276.0
Tamil Nadu,Coimbatore,2025-10-01,9795,2025,10,14991.0,14065.0,14341.0,5706.333333333333,14065.0
Tamil Nadu,Coimbatore,2025-11-01,20567,2025,11,9795.0,-5196.0,-19261.0,8570.666666666666,-5196.0
Tamil Nadu,Coimbatore,2025-12-01,22178,2025,12,20567.0,10772.0,15968.0,15117.666666666666,10772.0
West Bengal,Cooch Behar,2025-10-01,23404,2025,10,24381.0,23138.0,24136.0,9288.333333333334,23138.0
West Bengal,Cooch Behar,2025-11-01,18298,2025,11,23404.0,-977.0,-24115.0,16342.666666666666,-977.0
West Bengal,Cooch Behar,2025-12-01,11437,2025,12,18298.0,-5106.0,-4129.0,22027.666666666668,-5106.0
Tamil Nadu,Cuddalore,2025-12-01,14295,2025,12,13446.0,6958.0,11251.0,10238.333333333334,6958.0
Andhra Pradesh,Cuddapah,2025-09-01,8347,2025,9,831.0,-1199.0,-2585.0,1168.3333333333333,-1199.0
Andhra Pradesh,Cuddapah,2025-10-01,9521,2025,10,8347.0,7516.0,8715.0,3736.0,7516.0
Andhra Pradesh,Cuddapah,2025-11-01,12376,2025,11,9521.0,1174.0,-6342.0,6233.0,1174.0
Andhra Pradesh,Cuddapah,2025-12-01,13145,2025,12,12376.0,2855.0,1681.0,10081.333333333334,2855.0
Odisha,Cuttack,2025-12-01,7640,2025,12,5560.0,1677.0,4953.0,5534.0,1677.0
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025-11-01,1203,2025,11,689.0,-798.0,-1724.0,912.3333333333334,-798.0
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025-12-01,1514,2025,12,1203.0,514.0,1312.0,1126.3333333333333,514.0
Gujarat,Dahod,2025-12-01,4818,2025,12,4829.0,2519.0,5303.0,4077.6666666666665,2519.0
Chhattisgarh,Dakshin Bastar Dantewada,2025-12-01,1294,2025,12,1145.0,768.0,1248.0,793.0,768.0
West Bengal,Dakshin Dinajpur,2025-09-01,17309,2025,9,3686.0,2587.0,2657.0,1984.6666666666667,2587.0
West Bengal,Dakshin Dinajpur,2025-10-01,8288,2025,10,17309.0,13623.0,11036.0,7364.666666666667,13623.0
West Bengal,Dakshin Dinajpur,2025-11-01,11765,2025,11,8288.0,-9021.0,-22644.0,9761.0,-9021.0
West Bengal,Dakshin Dinajpur,2025-12-01,10713,2025,12,11765.0,3477.0,12498.0,12454.0,3477.0
Karnataka,Dakshina Kannada,2025-09-01,6543,2025,9,315.0,102.0,416.0,351.6666666666667,102.0
Karnataka,Dakshina Kannada,2025-10-01,5290,2025,10,6543.0,6228.0,6126.0,2357.0,6228.0
Karnataka,Dakshina Kannada,2025-11-01,8174,2025,11,5290.0,-1253.0,-7481.0,4049.3333333333335,-1253.0
Karnataka,Dakshina Kannada,2025-12-01,9816,2025,12,8174.0,2884.0,4137.0,6669.0,2884.0
Dadra and Nagar Haveli and Daman and Diu,Daman,2025-12-01,568,2025,12,486.0,217.0,406.0,404.3333333333333,217.0
Madhya Pradesh,Damoh,2025-07-01,4946,2025,7,4193.0,3396.0,4809.0,2400.0,3396.0
Madhya Pradesh,Damoh,2025-09-01,5771,2025,9,4946.0,753.0,-2643.0,3312.0,753.0
Madhya Pradesh,Damoh,2025-10-01,2747,2025,10,5771.0,825.0,72.0,4970.0,825.0
Madhya Pradesh,Damoh,2025-11-01,4641,2025,11,2747.0,-3024.0,-3849.0,4488.0,-3024.0
Madhya Pradesh,Damoh,2025-12-01,5119,2025,12,4641.0,1894.0,4918.0,4386.333333333333,1894.0
Chhattisgarh,Dantewada,2025-12-01,470,2025,12,583.0,439.0,625.0,352.3333333333333,439.0
Bihar,Darbhanga,2025-11-01,24691,2025,11,14626.0,-12614.0,-37261.0,14819.666666666666,-12614.0
Bihar,Darbhanga,2025-12-01,23822,2025,12,24691.0,10065.0,22679.0,22185.666666666668,10065.0
West Bengal,Darjeeling,2025-12-01,11222,2025,12,9559.0,5220.0,8510.0,7175.666666666667,5220.0
Assam,Darrang,2025-12-01,5045,2025,12,3164.0,-203.0,1720.0,3940.3333333333335,-203.0
Madhya Pradesh,Datia,2025-10-01,1828,2025,10,4774.0,1357.0,562.0,3604.3333333333335,1357.0
Madhya Pradesh,Datia,2025-11-01,3132,2025,11,1828.0,-2946.0,-4303.0,3339.6666666666665,-2946.0
Madhya Pradesh,Datia,2025-12-01,5396,2025,12,3132.0,1304.0,4250.0,3244.6666666666665,1304.0
Rajasthan,Dausa,2025-10-01,2814,2025,10,4058.0,2938.0,2810.0,2056.6666666666665,2938.0
Rajasthan,Dausa,2025-11-01,5582,2025,11,2814.0,-1244.0,-4182.0,2664.0,-1244.0
Rajasthan,Dausa,2025-12-01,6653,2025,12,5582.0,2768.0,4012.0,4151.333333333333,2768.0
Karnataka,Davangere,2025-07-01,627,2025,7,2126.0,811.0,105.0,1350.0,811.0
Karnataka,Davangere,2025-09-01,4699,2025,9,627.0,-1499.0,-2310.0,1356.0,-1499.0
Karnataka,Davangere,2025-10-01,2911,2025,10,4699.0,4072.0,5571.0,2484.0,4072.0
Karnataka,Davangere,2025-11-01,4185,2025,11,2911.0,-1788.0,-5860.0,2745.6666666666665,-1788.0
Karnataka,Davangere,2025-12-01,5630,2025,12,4185.0,1274.0,3062.0,3931.6666666666665,1274.0
Odisha,Debagarh,2025-12-01,1182,2025,12,885.0,28.0,521.0,1030.6666666666667,28.0
Uttarakhand,Dehradun,2025-07-01,5582,2025,7,3652.0,-3422.0,-6959.0,4754.333333333333,-3422.0
Uttarakhand,Dehradun,2025-09-01,6623,2025,9,5582.0,1930.0,5352.0,5436.0,1930.0
Uttarakhand,Dehradun,2025-10-01,4616,2025,10,6623.0,1041.0,-889.0,5285.666666666667,1041.0
Uttarakhand,Dehradun,2025-11-01,8605,2025,11,4616.0,-2007.0,-3048.0,5607.0,-2007.0
Uttarakhand,Dehradun,2025-12-01,12124,2025,12,8605.0,3989.0,5996.0,6614.666666666667,3989.0
Jharkhand,Deoghar,2025-12-01,8040,2025,12,6975.0,3292.0,6696.0,5915.0,3292.0
Uttar Pradesh,Deoria,2025-12-01,21173,2025,12,14690.0,4786.0,13508.0,14406.666666666666,4786.0
Gujarat,Devbhumi Dwarka,2025-12-01,1249,2025,12,945.0,507.0,1275.0,863.0,507.0
Madhya Pradesh,Dewas,2025-09-01,3478,2025,9,5116.0,2228.0,689.0,3117.6666666666665,2228.0
Madhya Pradesh,Dewas,2025-10-01,1863,2025,10,3478.0,-1638.0,-3866.0,3827.3333333333335,-1638.0
Madhya Pradesh,Dewas,2025-11-01,3816,2025,11,1863.0,-1615.0,23.0,3485.6666666666665,-1615.0
Madhya Pradesh,Dewas,2025-12-01,4422,2025,12,3816.0,1953.0,3568.0,3052.3333333333335,1953.0
Tripura,Dhalai,2025-12-01,4334,2025,12,2393.0,1077.0,1865.0,1937.6666666666667,1077.0
Chhattisgarh,Dhamtari,2025-10-01,2791,2025,10,5322.0,494.0,-1534.0,4316.666666666667,494.0
Chhattisgarh,Dhamtari,2025-11-01,4808,2025,11,2791.0,-2531.0,-3025.0,4313.666666666667,-2531.0
Chhattisgarh,Dhamtari,2025-12-01,5931,2025,12,4808.0,2017.0,4548.0,4307.0,2017.0
Jharkhand,Dhanbad,2025-12-01,12991,2025,12,13248.0,7593.0,12880.0,9948.333333333334,7593.0
Madhya Pradesh,Dhar,2025-07-01,8832,2025,7,4322.0,-3077.0,-7323.0,4958.0,-3077.0
Madhya Pradesh,Dhar,2025-09-01,7944,2025,9,8832.0,4510.0,7587.0,6851.0,4510.0
Madhya Pradesh,Dhar,2025-10-01,3869,2025,10,7944.0,-888.0,-5398.0,7032.666666666667,-888.0
Madhya Pradesh,Dhar,2025-11-01,7699,2025,11,3869.0,-4075.0,-3187.0,6881.666666666667,-4075.0
Madhya Pradesh,Dhar,2025-12-01,9890,2025,12,7699.0,3830.0,7905.0,6504.0,3830.0
Maharashtra,Dharashiv,2025-12-01,967,2025,12,591.0,316.0,569.0,464.6666666666667,316.0
