state,district,month,total_biometric,year,month_num,lag_1,diff_1,diff_2,rolling_3,trend_diff
Maharashtra,Bid,2025-10-01,1574,2025,10,1384.0,19.0,-207.0,1296.0,19.0
Maharashtra,Bid,2025-11-01,1956,2025,11,1574.0,190.0,171.0,1441.0,190.0
Maharashtra,Bid,2025-12-01,1492,2025,12,1956.0,382.0,192.0,1638.0,382.0
Karnataka,Bidar,2025-07-01,11045,2025,7,9293.0,884.0,1151.0,8792.666666666666,884.0
Karnataka,Bidar,2025-09-01,7195,2025,9,11045.0,1752.0,868.0,9582.333333333334,1752.0
Karnataka,Bidar,2025-10-01,6084,2025,10,7195.0,-3850.0,-5602.0,9177.666666666666,-3850.0
Karnataka,Bidar,2025-11-01,8123,2025,11,6084.0,-1111.0,2739.0,8108.0,-1111.0
Karnataka,Bidar,2025-12-01,11233,2025,12,8123.0,2039.0,3150.0,7134.0,2039.0
Karnataka,Bijapur,2025-05-01,6517,2025,5,2586.0,-2601.0,-4253.0,3769.3333333333335,-2601.0
Chhattisgarh,Bijapur,2025-06-01,3341,2025,6,6517.0,3931.0,6532.0,4763.333333333333,3931.0
Karnataka,Bijapur,2025-06-01,7578,2025,6,3341.0,-3176.0,-7107.0,4148.0,-3176.0
Chhattisgarh,Bijapur,2025-07-01,3588,2025,7,7578.0,4237.0,7413.0,5812.0,4237.0
Karnataka,Bijapur,2025-07-01,7576,2025,7,3588.0,-3990.0,-8227.0,4835.666666666667,-3990.0
Chhattisgarh,Bijapur,2025-09-01,2151,2025,9,7576.0,3988.0,7978.0,6247.333333333333,3988.0
Karnataka,Bijapur,2025-09-01,5330,2025,9,2151.0,-5425.0,-9413.0,4438.333333333333,-5425.0
Chhattisgarh,Bijapur,2025-10-01,1408,2025,10,5330.0,3179.0,8604.0,5019.0,3179.0
Karnataka,Bijapur,2025-10-01,3373,2025,10,1408.0,-3922.0,-7101.0,2963.0,-3922.0
Chhattisgarh,Bijapur,2025-11-01,2374,2025,11,3373.0,1965.0,5887.0,3370.3333333333335,1965.0
Karnataka,Bijapur,2025-11-01,4381,2025,11,2374.0,-999.0,-2964.0,2385.0,-999.0
Chhattisgarh,Bijapur,2025-12-01,4865,2025,12,4381.0,2007.0,3006.0,3376.0,2007.0
Karnataka,Bijapur,2025-12-01,6953,2025,12,4865.0,484.0,-1523.0,3873.3333333333335,484.0
Uttar Pradesh,Bijnor,2025-07-01,31962,2025,7,30173.0,7133.0,10033.0,26384.333333333332,7133.0
Uttar Pradesh,Bijnor,2025-09-01,18473,2025,9,31962.0,1789.0,-5344.0,28391.666666666668,1789.0
Uttar Pradesh,Bijnor,2025-10-01,13330,2025,10,18473.0,-13489.0,-15278.0,26869.333333333332,-13489.0
Uttar Pradesh,Bijnor,2025-11-01,22117,2025,11,13330.0,-5143.0,8346.0,21255.0,-5143.0
Uttar Pradesh,Bijnor,2025-12-01,24532,2025,12,22117.0,8787.0,13930.0,17973.333333333332,8787.0
Rajasthan,Bikaner,2025-07-01,20713,2025,7,13304.0,2963.0,6108.0,12377.0,2963.0
Rajasthan,Bikaner,2025-09-01,21130,2025,9,20713.0,7409.0,4446.0,14786.0,7409.0
Rajasthan,Bikaner,2025-10-01,4993,2025,10,21130.0,417.0,-6992.0,18382.333333333332,417.0
Rajasthan,Bikaner,2025-11-01,11979,2025,11,4993.0,-16137.0,-16554.0,15612.0,-16137.0
Rajasthan,Bikaner,2025-12-01,18453,2025,12,11979.0,6986.0,23123.0,12700.666666666666,6986.0
Himachal Pradesh,Bilaspur,2025-05-01,1861,2025,5,19916.0,17004.0,37554.0,15430.0,17004.0
Chhattisgarh,Bilaspur,2025-06-01,23532,2025,6,1861.0,-18055.0,-35059.0,8229.666666666666,-18055.0
Himachal Pradesh,Bilaspur,2025-06-01,1972,2025,6,23532.0,21671.0,39726.0,15103.0,21671.0
Chhattisgarh,Bilaspur,2025-07-01,26101,2025,7,1972.0,-21560.0,-43231.0,9121.666666666666,-21560.0
Himachal Pradesh,Bilaspur,2025-07-01,2886,2025,7,26101.0,24129.0,45689.0,17201.666666666668,24129.0
Chhattisgarh,Bilaspur,2025-09-01,11333,2025,9,2886.0,-23215.0,-47344.0,10319.666666666666,-23215.0
Himachal Pradesh,Bilaspur,2025-09-01,1690,2025,9,11333.0,8447.0,31662.0,13440.0,8447.0
Chhattisgarh,Bilaspur,2025-10-01,13296,2025,10,1690.0,-9643.0,-18090.0,5303.0,-9643.0
Himachal Pradesh,Bilaspur,2025-10-01,1917,2025,10,13296.0,11606.0,21249.0,8773.0,11606.0
Chhattisgarh,Bilaspur,2025-11-01,23944,2025,11,1917.0,-11379.0,-22985.0,5634.333333333333,-11379.0
Himachal Pradesh,Bilaspur,2025-11-01,2714,2025,11,23944.0,22027.0,33406.0,13052.333333333334,22027.0
Chhattisgarh,Bilaspur,2025-12-01,35657,2025,12,2714.0,-21230.0,-43257.0,9525.0,-21230.0
Himachal Pradesh,Bilaspur,2025-12-01,2468,2025,12,35657.0,32943.0,54173.0,20771.666666666668,32943.0
West Bengal,Birbhum,2025-07-01,15810,2025,7,12963.0,709.0,-2584.0,11392.666666666666,709.0
West Bengal,Birbhum,2025-09-01,12616,2025,9,15810.0,2847.0,2138.0,13675.666666666666,2847.0
West Bengal,Birbhum,2025-10-01,9144,2025,10,12616.0,-3194.0,-6041.0,13796.333333333334,-3194.0
West Bengal,Birbhum,2025-11-01,12877,2025,11,9144.0,-3472.0,-278.0,12523.333333333334,-3472.0
West Bengal,Birbhum,2025-12-01,11588,2025,12,12877.0,3733.0,7205.0,11545.666666666666,3733.0
Manipur,Bishnupur,2025-07-01,9829,2025,7,979.0,-447.0,-505.0,1257.6666666666667,-447.0
Manipur,Bishnupur,2025-09-01,3569,2025,9,9829.0,8850.0,9297.0,4078.0,8850.0
Manipur,Bishnupur,2025-10-01,5617,2025,10,3569.0,-6260.0,-15110.0,4792.333333333333,-6260.0
Manipur,Bishnupur,2025-11-01,4953,2025,11,5617.0,2048.0,8308.0,6338.333333333333,2048.0
Manipur,Bishnupur,2025-12-01,990,2025,12,4953.0,-664.0,-2712.0,4713.0,-664.0
Assam,Biswanath,2025-07-01,681,2025,7,755.0,-281.0,469.0,1192.3333333333333,-281.0
Assam,Biswanath,2025-09-01,840,2025,9,681.0,-74.0,207.0,824.0,-74.0
Assam,Biswanath,2025-10-01,1306,2025,10,840.0,159.0,233.0,758.6666666666666,159.0
Assam,Biswanath,2025-11-01,784,2025,11,1306.0,466.0,307.0,942.3333333333334,466.0
Assam,Biswanath,2025-12-01,1312,2025,12,784.0,-522.0,-988.0,976.6666666666666,-522.0
Jharkhand,Bokaro,2025-07-01,14481,2025,7,11199.0,-2910.0,3531.0,15286.0,-2910.0
Jharkhand,Bokaro,2025-09-01,9630,2025,9,14481.0,3282.0,6192.0,13263.0,3282.0
Jharkhand,Bokaro,2025-10-01,5256,2025,10,9630.0,-4851.0,-8133.0,11770.0,-4851.0
Jharkhand,Bokaro,2025-11-01,8956,2025,11,5256.0,-4374.0,477.0,9789.0,-4374.0
Jharkhand,Bokaro,2025-12-01,10423,2025,12,8956.0,3700.0,8074.0,7947.333333333333,3700.0
Assam,Bongaigaon,2025-07-01,2810,2025,7,2505.0,-800.0,1542.0,3819.0,-800.0
Assam,Bongaigaon,2025-09-01,2578,2025,9,2810.0,305.0,1105.0,2873.3333333333335,305.0
Assam,Bongaigaon,2025-10-01,6193,2025,10,2578.0,-232.0,-537.0,2631.0,-232.0
Assam,Bongaigaon,2025-11-01,3996,2025,11,6193.0,3615.0,3847.0,3860.3333333333335,3615.0
Assam,Bongaigaon,2025-12-01,4177,2025,12,3996.0,-2197.0,-5812.0,4255.666666666667,-2197.0
Gujarat,Botad,2025-07-01,3299,2025,7,2487.0,365.0,-212.0,2051.3333333333335,365.0
Gujarat,Botad,2025-09-01,1342,2025,9,3299.0,812.0,447.0,2636.0,812.0
Gujarat,Botad,2025-10-01,365,2025,10,1342.0,-1957.0,-2769.0,2376.0,-1957.0
Gujarat,Botad,2025-11-01,1101,2025,11,365.0,-977.0,980.0,1668.6666666666667,-977.0
Gujarat,Botad,2025-12-01,1613,2025,12,1101.0,736.0,1713.0,936.0,736.0
Odisha,Boudh,2025-07-01,2470,2025,7,2146.0,-370.0,229.0,2592.3333333333335,-370.0
Odisha,Boudh,2025-09-01,2544,2025,9,2470.0,324.0,694.0,2377.3333333333335,324.0
Odisha,Boudh,2025-10-01,2894,2025,10,2544.0,74.0,-250.0,2386.6666666666665,74.0
Odisha,Boudh,2025-11-01,2221,2025,11,2894.0,350.0,276.0,2636.0,350.0
Odisha,Boudh,2025-12-01,2419,2025,12,2221.0,-673.0,-1023.0,2553.0,-673.0
Uttar Pradesh,Budaun,2025-07-01,17706,2025,7,8242.0,-2034.0,183.0,10337.0,-2034.0
Uttar Pradesh,Budaun,2025-09-01,12724,2025,9,17706.0,9464.0,11498.0,12074.666666666666,9464.0
Uttar Pradesh,Budaun,2025-10-01,5901,2025,10,12724.0,-4982.0,-14446.0,12890.666666666666,-4982.0
Uttar Pradesh,Budaun,2025-11-01,12858,2025,11,5901.0,-6823.0,-1841.0,12110.333333333334,-6823.0
Uttar Pradesh,Budaun,2025-12-01,15452,2025,12,12858.0,6957.0,13780.0,10494.333333333334,6957.0
Jammu and Kashmir,Budgam,2025-07-01,2787,2025,7,3431.0,811.0,594.0,2818.0,811.0
Jammu and Kashmir,Budgam,2025-09-01,1574,2025,9,2787.0,-644.0,-1455.0,2946.0,-644.0
Jammu and Kashmir,Budgam,2025-10-01,1711,2025,10,1574.0,-1213.0,-569.0,2597.3333333333335,-1213.0
Jammu and Kashmir,Budgam,2025-11-01,2261,2025,11,1711.0,137.0,1350.0,2024.0,137.0
Jammu and Kashmir,Budgam,2025-12-01,3366,2025,12,2261.0,550.0,413.0,1848.6666666666667,550.0
Uttar Pradesh,Bulandshahr,2025-07-01,25509,2025,7,19593.0,-3588.0,-2757.0,22262.0,-3588.0
Uttar Pradesh,Bulandshahr,2025-09-01,17036,2025,9,25509.0,5916.0,9504.0,22761.0,5916.0
Uttar Pradesh,Bulandshahr,2025-10-01,9085,2025,10,17036.0,-8473.0,-14389.0,20712.666666666668,-8473.0
Uttar Pradesh,Bulandshahr,2025-11-01,20142,2025,11,9085.0,-7951.0,522.0,17210.0,-7951.0
Uttar Pradesh,Bulandshahr,2025-12-01,18724,2025,12,20142.0,11057.0,19008.0,15421.0,11057.0
Maharashtra,Buldhana,2025-07-01,32329,2025,7,25574.0,5417.0,3311.0,21260.666666666668,5417.0
Maharashtra,Buldhana,2025-09-01,38692,2025,9,32329.0,6755.0,1338.0,26020.0,6755.0
Maharashtra,Buldhana,2025-10-01,22470,2025,10,38692.0,6363.0,-392.0,32198.333333333332,6363.0
Maharashtra,Buldhana,2025-11-01,41464,2025,11,22470.0,-16222.0,-22585.0,31163.666666666668,-16222.0
Maharashtra,Buldhana,2025-12-01,26657,2025,12,41464.0,18994.0,35216.0,34208.666666666664,18994.0
Rajasthan,Bundi,2025-07-01,10920,2025,7,6951.0,2256.0,2809.0,5631.333333333333,2256.0
Rajasthan,Bundi,2025-09-01,10973,2025,9,10920.0,3969.0,1713.0,7522.0,3969.0
Rajasthan,Bundi,2025-10-01,1912,2025,10,10973.0,53.0,-3916.0,9614.666666666666,53.0
Rajasthan,Bundi,2025-11-01,5868,2025,11,1912.0,-9061.0,-9114.0,7935.0,-9061.0
Rajasthan,Bundi,2025-12-01,9325,2025,12,5868.0,3956.0,13017.0,6251.0,3956.0
Madhya Pradesh,Burhanpur,2025-07-01,13887,2025,7,13660.0,2095.0,-1707.0,10996.0,2095.0
Madhya Pradesh,Burhanpur,2025-09-01,4713,2025,9,13887.0,227.0,-1868.0,13037.333333333334,227.0
Madhya Pradesh,Burhanpur,2025-10-01,2887,2025,10,4713.0,-9174.0,-9401.0,10753.333333333334,-9174.0
Madhya Pradesh,Burhanpur,2025-11-01,5803,2025,11,2887.0,-1826.0,7348.0,7162.333333333333,-1826.0
Madhya Pradesh,Burhanpur,2025-12-01,6939,2025,12,5803.0,2916.0,4742.0,4467.666666666667,2916.0
Bihar,Buxar,2025-07-01,7929,2025,7,6420.0,168.0,2250.0,7002.0,168.0
Bihar,Buxar,2025-09-01,4094,2025,9,7929.0,1509.0,1341.0,6867.0,1509.0
Bihar,Buxar,2025-10-01,3069,2025,10,4094.0,-3835.0,-5344.0,6147.666666666667,-3835.0
Bihar,Buxar,2025-11-01,4727,2025,11,3069.0,-1025.0,2810.0,5030.666666666667,-1025.0
Bihar,Buxar,2025-12-01,6844,2025,12,4727.0,1658.0,2683.0,3963.3333333333335,1658.0
Assam,Cachar,2025-07-01,7360,2025,7,4462.0,-1732.0,4423.0,7668.333333333333,-1732.0
Assam,Cachar,2025-09-01,7486,2025,9,7360.0,2898.0,4630.0,6005.333333333333,2898.0
Assam,Cachar,2025-10-01,7568,2025,10,7486.0,126.0,-2772.0,6436.0,126.0
Assam,Cachar,2025-11-01,5014,2025,11,7568.0,82.0,-44.0,7471.333333333333,82.0
Assam,Cachar,2025-12-01,9357,2025,12,5014.0,-2554.0,-2636.0,6689.333333333333,-2554.0
Delhi,Central Delhi,2025-07-01,7495,2025,7,6199.0,-1516.0,1333.0,8159.333333333333,-1516.0
Delhi,Central Delhi,2025-09-01,4211,2025,9,7495.0,1296.0,2812.0,7136.333333333333,1296.0
Delhi,Central Delhi,2025-10-01,2049,2025,10,4211.0,-3284.0,-4580.0,5968.333333333333,-3284.0
Delhi,Central Delhi,2025-11-01,3776,2025,11,2049.0,-2162.0,1122.0,4585.0,-2162.0
Delhi,Central Delhi,2025-12-01,4989,2025,12,3776.0,1727.0,3889.0,3345.3333333333335,1727.0
Himachal Pradesh,Chamba,2025-07-01,3556,2025,7,2926.0,-4.0,1596.0,3462.0,-4.0
Himachal Pradesh,Chamba,2025-09-01,2441,2025,9,3556.0,630.0,634.0,3137.3333333333335,630.0
Himachal Pradesh,Chamba,2025-10-01,2017,2025,10,2441.0,-1115.0,-1745.0,2974.3333333333335,-1115.0
Himachal Pradesh,Chamba,2025-11-01,5495,2025,11,2017.0,-424.0,691.0,2671.3333333333335,-424.0
Himachal Pradesh,Chamba,2025-12-01,3902,2025,12,5495.0,3478.0,3902.0,3317.6666666666665,3478.0
Uttarakhand,Chamoli,2025-07-01,3430,2025,7,2806.0,497.0,1805.0,2910.6666666666665,497.0
Uttarakhand,Chamoli,2025-09-01,2133,2025,9,3430.0,624.0,127.0,2848.3333333333335,624.0
Uttarakhand,Chamoli,2025-10-01,1295,2025,10,2133.0,-1297.0,-1921.0,2789.6666666666665,-1297.0
Uttarakhand,Chamoli,2025-11-01,2353,2025,11,1295.0,-838.0,459.0,2286.0,-838.0
Uttarakhand,Chamoli,2025-12-01,6241,2025,12,2353.0,1058.0,1896.0,1927.0,1058.0
Uttarakhand,Champawat,2025-07-01,2243,2025,7,2192.0,218.0,1012.0,2311.3333333333335,218.0
Uttarakhand,Champawat,2025-09-01,2222,2025,9,2243.0,51.0,-167.0,2136.3333333333335,51.0
Uttarakhand,Champawat,2025-10-01,1016,2025,10,2222.0,-21.0,-72.0,2219.0,-21.0
Uttarakhand,Champawat,2025-11-01,3120,2025,11,1016.0,-1206.0,-1185.0,1827.0,-1206.0
Uttarakhand,Champawat,2025-12-01,4778,2025,12,3120.0,2104.0,3310.0,2119.3333333333335,2104.0
Mizoram,Champhai,2025-07-01,666,2025,7,789.0,-213.0,2507.0,1837.6666666666667,-213.0
Mizoram,Champhai,2025-09-01,834,2025,9,666.0,-123.0,90.0,819.0,-123.0
Mizoram,Champhai,2025-10-01,447,2025,10,834.0,168.0,291.0,763.0,168.0
Mizoram,Champhai,2025-11-01,293,2025,11,447.0,-387.0,-555.0,649.0,-387.0
Mizoram,Champhai,2025-12-01,298,2025,12,293.0,-154.0,233.0,524.6666666666666,-154.0
Karnataka,Chamrajanagar,2025-07-01,4172,2025,7,3666.0,-705.0,-2191.0,3640.6666666666665,-705.0
Karnataka,Chamrajanagar,2025-09-01,4016,2025,9,4172.0,506.0,1211.0,4069.6666666666665,506.0
Karnataka,Chamrajanagar,2025-10-01,2342,2025,10,4016.0,-156.0,-662.0,3951.3333333333335,-156.0
Karnataka,Chamrajanagar,2025-11-01,3010,2025,11,2342.0,-1674.0,-1518.0,3510.0,-1674.0
Karnataka,Chamrajanagar,2025-12-01,5394,2025,12,3010.0,668.0,2342.0,3122.6666666666665,668.0
Uttar Pradesh,Chandauli,2025-07-01,14023,2025,7,7439.0,-1485.0,2590.0,9787.333333333334,-1485.0
Uttar Pradesh,Chandauli,2025-09-01,10986,2025,9,14023.0,6584.0,8069.0,10128.666666666666,6584.0
Uttar Pradesh,Chandauli,2025-10-01,4269,2025,10,10986.0,-3037.0,-9621.0,10816.0,-3037.0
Uttar Pradesh,Chandauli,2025-11-01,9055,2025,11,4269.0,-6717.0,-3680.0,9759.333333333334,-6717.0
Uttar Pradesh,Chandauli,2025-12-01,8236,2025,12,9055.0,4786.0,11503.0,8103.333333333333,4786.0
Manipur,Chandel,2025-07-01,1583,2025,7,514.0,-121.0,123.0,676.0,-121.0
Manipur,Chandel,2025-09-01,534,2025,9,1583.0,1069.0,1190.0,910.6666666666666,1069.0
Manipur,Chandel,2025-10-01,857,2025,10,534.0,-1049.0,-2118.0,877.0,-1049.0
Manipur,Chandel,2025-11-01,1702,2025,11,857.0,323.0,1372.0,991.3333333333334,323.0
Manipur,Chandel,2025-12-01,579,2025,12,1702.0,845.0,522.0,1031.0,845.0
Chandigarh,Chandigarh,2025-07-01,32547,2025,7,5230.0,-1336.0,19.0,6572.333333333333,-1336.0
Chandigarh,Chandigarh,2025-09-01,4233,2025,9,32547.0,27317.0,28653.0,14781.0,27317.0
Chandigarh,Chandigarh,2025-10-01,2303,2025,10,4233.0,-28314.0,-55631.0,14003.333333333334,-28314.0
Chandigarh,Chandigarh,2025-11-01,3924,2025,11,2303.0,-1930.0,26384.0,13027.666666666666,-1930.0
Chandigarh,Chandigarh,2025-12-01,4378,2025,12,3924.0,1621.0,3551.0,3486.6666666666665,1621.0
Maharashtra,Chandrapur,2025-07-01,22012,2025,7,24996.0,1483.0,-2834.0,22568.333333333332,1483.0
Maharashtra,Chandrapur,2025-09-01,17909,2025,9,22012.0,-2984.0,-4467.0,23507.0,-2984.0
Maharashtra,Chandrapur,2025-10-01,18782,2025,10,17909.0,-4103.0,-1119.0,21639.0,-4103.0
Maharashtra,Chandrapur,2025-11-01,30701,2025,11,18782.0,873.0,4976.0,19567.666666666668,873.0
Maharashtra,Chandrapur,2025-12-01,26442,2025,12,30701.0,11919.0,11046.0,22464.0,11919.0
Arunachal Pradesh,Changlang,2025-07-01,947,2025,7,674.0,25.0,124.0,690.3333333333334,25.0
Arunachal Pradesh,Changlang,2025-09-01,1274,2025,9,947.0,273.0,248.0,756.6666666666666,273.0
Arunachal Pradesh,Changlang,2025-10-01,442,2025,10,1274.0,327.0,54.0,965.0,327.0
Arunachal Pradesh,Changlang,2025-11-01,1299,2025,11,442.0,-832.0,-1159.0,887.6666666666666,-832.0
Arunachal Pradesh,Changlang,2025-12-01,1059,2025,12,1299.0,857.0,1689.0,1005.0,857.0
Assam,Charaideo,2025-07-01,1389,2025,7,997.0,404.0,362.0,713.6666666666666,404.0
Assam,Charaideo,2025-09-01,1532,2025,9,1389.0,392.0,-12.0,993.0,392.0
Assam,Charaideo,2025-10-01,819,2025,10,1532.0,143.0,-249.0,1306.0,143.0
Assam,Charaideo,2025-11-01,709,2025,11,819.0,-713.0,-856.0,1246.6666666666667,-713.0
Assam,Charaideo,2025-12-01,797,2025,12,709.0,-110.0,603.0,1020.0,-110.0
Haryana,Charkhi Dadri,2025-07-01,1743,2025,7,1350.0,209.0,168.0,1197.0,209.0
Haryana,Charkhi Dadri,2025-09-01,664,2025,9,1743.0,393.0,184.0,1411.3333333333333,393.0
Haryana,Charkhi Dadri,2025-10-01,521,2025,10,664.0,-1079.0,-1472.0,1252.3333333333333,-1079.0
Haryana,Charkhi Dadri,2025-11-01,816,2025,11,521.0,-143.0,936.0,976.0,-143.0
Haryana,Charkhi Dadri,2025-12-01,1134,2025,12,816.0,295.0,438.0,667.0,295.0
Jharkhand,Chatra,2025-07-01,9003,2025,7,5727.0,225.0,5743.0,7416.333333333333,225.0
Jharkhand,Chatra,2025-09-01,7874,2025,9,9003.0,3276.0,3051.0,6744.0,3276.0
Jharkhand,Chatra,2025-10-01,2473,2025,10,7874.0,-1129.0,-4405.0,7534.666666666667,-1129.0
Jharkhand,Chatra,2025-11-01,5701,2025,11,2473.0,-5401.0,-4272.0,6450.0,-5401.0
Jharkhand,Chatra,2025-12-01,7119,2025,12,5701.0,3228.0,8629.0,5349.333333333333,3228.0
Tamil Nadu,Chengalpattu,2025-07-01,486,2025,7,568.0,78.0,40.0,503.3333333333333,78.0
Tamil Nadu,Chengalpattu,2025-09-01,556,2025,9,486.0,-82.0,-160.0,514.6666666666666,-82.0
Tamil Nadu,Chengalpattu,2025-10-01,457,2025,10,556.0,70.0,152.0,536.6666666666666,70.0
Tamil Nadu,Chengalpattu,2025-11-01,1056,2025,11,457.0,-99.0,-169.0,499.6666666666667,-99.0
Tamil Nadu,Chengalpattu,2025-12-01,1470,2025,12,1056.0,599.0,698.0,689.6666666666666,599.0
Tamil Nadu,Chennai,2025-07-01,29126,2025,7,24644.0,81.0,-852.0,24279.0,81.0
Tamil Nadu,Chennai,2025-09-01,18377,2025,9,29126.0,4482.0,4401.0,26111.0,4482.0
Tamil Nadu,Chennai,2025-10-01,17174,2025,10,18377.0,-10749.0,-15231.0,24049.0,-10749.0
Tamil Nadu,Chennai,2025-11-01,27806,2025,11,17174.0,-1203.0,9546.0,21559.0,-1203.0
Tamil Nadu,Chennai,2025-12-01,31696,2025,12,27806.0,10632.0,11835.0,21119.0,10632.0
Madhya Pradesh,Chhatarpur,2025-07-01,26761,2025,7,25808.0,6912.0,11285.0,22657.666666666668,6912.0
Madhya Pradesh,Chhatarpur,2025-09-01,11259,2025,9,26761.0,953.0,-5959.0,23821.666666666668,953.0
Madhya Pradesh,Chhatarpur,2025-10-01,4723,2025,10,11259.0,-15502.0,-16455.0,21276.0,-15502.0
Madhya Pradesh,Chhatarpur,2025-11-01,8739,2025,11,4723.0,-6536.0,8966.0,14247.666666666666,-6536.0
Madhya Pradesh,Chhatarpur,2025-12-01,14961,2025,12,8739.0,4016.0,10552.0,8240.333333333334,4016.0
Maharashtra,Chhatrapati Sambhajinagar,2025-07-01,1258,2025,7,1342.0,430.0,250.0,995.3333333333334,430.0
Maharashtra,Chhatrapati Sambhajinagar,2025-09-01,689,2025,9,1258.0,-84.0,-514.0,1170.6666666666667,-84.0
Maharashtra,Chhatrapati Sambhajinagar,2025-10-01,272,2025,10,689.0,-569.0,-485.0,1096.3333333333333,-569.0
Maharashtra,Chhatrapati Sambhajinagar,2025-11-01,514,2025,11,272.0,-417.0,152.0,739.6666666666666,-417.0
Maharashtra,Chhatrapati Sambhajinagar,2025-12-01,785,2025,12,514.0,242.0,659.0,491.6666666666667,242.0
Madhya Pradesh,Chhindwara,2025-07-01,21923,2025,7,17237.0,-3320.0,-5685.0,18662.0,-3320.0
Madhya Pradesh,Chhindwara,2025-09-01,11338,2025,9,21923.0,4686.0,8006.0,19905.666666666668,4686.0
Madhya Pradesh,Chhindwara,2025-10-01,5694,2025,10,11338.0,-10585.0,-15271.0,16832.666666666668,-10585.0
Madhya Pradesh,Chhindwara,2025-11-01,9236,2025,11,5694.0,-5644.0,4941.0,12985.0,-5644.0
Madhya Pradesh,Chhindwara,2025-12-01,19480,2025,12,9236.0,3542.0,9186.0,8756.0,3542.0
Gujarat,Chhotaudepur,2025-07-01,5671,2025,7,4580.0,-2102.0,-4101.0,5315.0,-2102.0
Gujarat,Chhotaudepur,2025-09-01,3025,2025,9,5671.0,1091.0,3193.0,5644.333333333333,1091.0
Gujarat,Chhotaudepur,2025-10-01,655,2025,10,3025.0,-2646.0,-3737.0,4425.333333333333,-2646.0
Gujarat,Chhotaudepur,2025-11-01,1852,2025,11,655.0,-2370.0,276.0,3117.0,-2370.0
Gujarat,Chhotaudepur,2025-12-01,2876,2025,12,1852.0,1197.0,3567.0,1844.0,1197.0
Karnataka,Chickmagalur,2025-07-01,4088,2025,7,5716.0,-63.0,-1609.0,5242.666666666667,-63.0
Karnataka,Chickmagalur,2025-09-01,3040,2025,9,4088.0,-1628.0,-1565.0,5194.333333333333,-1628.0
Karnataka,Chickmagalur,2025-10-01,2670,2025,10,3040.0,-1048.0,580.0,4281.333333333333,-1048.0
Karnataka,Chickmagalur,2025-11-01,3419,2025,11,2670.0,-370.0,678.0,3266.0,-370.0
Karnataka,Chickmagalur,2025-12-01,4575,2025,12,3419.0,749.0,1119.0,3043.0,749.0
Karnataka,Chikkaballapur,2025-07-01,5313,2025,7,5192.0,-489.0,-1475.0,5189.333333333333,-489.0
Karnataka,Chikkaballapur,2025-09-01,3303,2025,9,5313.0,121.0,610.0,5395.333333333333,121.0
Karnataka,Chikkaballapur,2025-10-01,2480,2025,10,3303.0,-2010.0,-2131.0,4602.666666666667,-2010.0
Karnataka,Chikkaballapur,2025-11-01,3777,2025,11,2480.0,-823.0,1187.0,3698.6666666666665,-823.0
Karnataka,Chikkaballapur,2025-12-01,5395,2025,12,3777.0,1297.0,2120.0,3186.6666666666665,1297.0
Assam,Chirang,2025-07-01,2262,2025,7,3708.0,1783.0,3088.0,2954.3333333333335,1783.0
Assam,Chirang,2025-09-01,1059,2025,9,2262.0,-1446.0,-3229.0,2631.6666666666665,-1446.0
Assam,Chirang,2025-10-01,3806,2025,10,1059.0,-1203.0,243.0,2343.0,-1203.0
Assam,Chirang,2025-11-01,3563,2025,11,3806.0,2747.0,3950.0,2375.6666666666665,2747.0
Assam,Chirang,2025-12-01,4325,2025,12,3563.0,-243.0,-2990.0,2809.3333333333335,-243.0
Karnataka,Chitradurga,2025-07-01,7374,2025,7,8561.0,-349.0,-2417.0,8104.333333333333,-349.0
Karnataka,Chitradurga,2025-09-01,4485,2025,9,7374.0,-1187.0,-838.0,8281.666666666666,-1187.0
Karnataka,Chitradurga,2025-10-01,4105,2025,10,4485.0,-2889.0,-1702.0,6806.666666666667,-2889.0
Karnataka,Chitradurga,2025-11-01,5022,2025,11,4105.0,-380.0,2509.0,5321.333333333333,-380.0
Karnataka,Chitradurga,2025-12-01,8140,2025,12,5022.0,917.0,1297.0,4537.333333333333,917.0
Uttar Pradesh,Chitrakoot,2025-07-01,7875,2025,7,5889.0,-1076.0,683.0,7192.666666666667,-1076.0
Uttar Pradesh,Chitrakoot,2025-09-01,5902,2025,9,7875.0,1986.0,3062.0,6909.666666666667,1986.0
Uttar Pradesh,Chitrakoot,2025-10-01,3943,2025,10,5902.0,-1973.0,-3959.0,6555.333333333333,-1973.0
Uttar Pradesh,Chitrakoot,2025-11-01,6857,2025,11,3943.0,-1959.0,14.0,5906.666666666667,-1959.0
Uttar Pradesh,Chitrakoot,2025-12-01,8008,2025,12,6857.0,2914.0,4873.0,5567.333333333333,2914.0
Andhra Pradesh,Chittoor,2025-07-01,19343,2025,7,30828.0,-4060.0,6542.0,37068.666666666664,-4060.0
Andhra Pradesh,Chittoor,2025-09-01,11659,2025,9,19343.0,-11485.0,-7425.0,28353.0,-11485.0
Andhra Pradesh,Chittoor,2025-10-01,23994,2025,10,11659.0,-7684.0,3801.0,20610.0,-7684.0
Andhra Pradesh,Chittoor,2025-11-01,29257,2025,11,23994.0,12335.0,20019.0,18332.0,12335.0
Andhra Pradesh,Chittoor,2025-12-01,21507,2025,12,29257.0,5263.0,-7072.0,21636.666666666668,5263.0
