state_clean,district_clean,date,total_demographic
Assam,West Karbi Anglong,2025-09,218
Assam,West Karbi Anglong,2025-10,122
Assam,West Karbi Anglong,2025-11,199
Assam,West Karbi Anglong,2025-12,256
Bihar,Araria,2025-03,29595
Bihar,Araria,2025-09,32772
Bihar,Araria,2025-10,19227
Bihar,Araria,2025-11,18334
Bihar,Araria,2025-12,21694
Bihar,Arwal,2025-03,5715
Bihar,Arwal,2025-09,5774
Bihar,Arwal,2025-10,2168
Bihar,Arwal,2025-11,4191
Bihar,Arwal,2025-12,4170
Bihar,Aurangabad,2025-03,18008
Bihar,Aurangabad,2025-09,21423
Bihar,Aurangabad,2025-10,9161
Bihar,Aurangabad,2025-11,14724
Bihar,Aurangabad,2025-12,16445
Bihar,Banka,2025-03,14351
Bihar,Banka,2025-09,18112
Bihar,Banka,2025-10,8641
Bihar,Banka,2025-11,13425
Bihar,Banka,2025-12,14711
Bihar,Begusarai,2025-03,27617
Bihar,Begusarai,2025-09,25150
Bihar,Begusarai,2025-10,10477
Bihar,Begusarai,2025-11,17206
Bihar,Begusarai,2025-12,21447
Bihar,Bhabua,2025-09,25
Bihar,Bhabua,2025-10,13
Bihar,Bhabua,2025-11,31
Bihar,Bhabua,2025-12,22
Bihar,Bhagalpur,2025-03,26230
Bihar,Bhagalpur,2025-04,2651
Bihar,Bhagalpur,2025-09,26811
Bihar,Bhagalpur,2025-10,12922
Bihar,Bhagalpur,2025-11,19034
Bihar,Bhagalpur,2025-12,21343
Bihar,Bhojpur,2025-03,20529
Bihar,Bhojpur,2025-09,40073
Bihar,Bhojpur,2025-10,11566
Bihar,Bhojpur,2025-11,15432
Bihar,Bhojpur,2025-12,18134
Bihar,Buxar,2025-03,13174
Bihar,Buxar,2025-09,11408
Bihar,Buxar,2025-10,7442
Bihar,Buxar,2025-11,9900
Bihar,Buxar,2025-12,12331
Bihar,Darbhanga,2025-03,25852
Bihar,Darbhanga,2025-07,2593
Bihar,Darbhanga,2025-09,27240
Bihar,Darbhanga,2025-10,14626
Bihar,Darbhanga,2025-11,24691
Bihar,Darbhanga,2025-12,23822
Bihar,East Champaran,2025-03,77147
Bihar,East Champaran,2025-09,88569
Bihar,East Champaran,2025-10,51296
Bihar,East Champaran,2025-11,76429
Bihar,East Champaran,2025-12,74817
Bihar,Gaya,2025-03,39068
Bihar,Gaya,2025-09,41197
Bihar,Gaya,2025-10,14527
Bihar,Gaya,2025-11,22085
Bihar,Gaya,2025-12,26905
Bihar,Gopalganj,2025-03,19762
Bihar,Gopalganj,2025-09,16458
Bihar,Gopalganj,2025-10,9755
Bihar,Gopalganj,2025-11,16294
Bihar,Gopalganj,2025-12,18056
Bihar,Jamui,2025-03,11780
Bihar,Jamui,2025-09,12952
Bihar,Jamui,2025-10,6249
Bihar,Jamui,2025-11,9256
Bihar,Jamui,2025-12,9855
Bihar,Jehanabad,2025-03,5685
Bihar,Jehanabad,2025-09,11848
Bihar,Jehanabad,2025-10,3835
Bihar,Jehanabad,2025-11,6140
Bihar,Jehanabad,2025-12,6665
Bihar,Kaimur (Bhabua),2025-03,7638
Bihar,Kaimur (Bhabua),2025-09,16027
Bihar,Kaimur (Bhabua),2025-10,7257
Bihar,Kaimur (Bhabua),2025-11,10105
Bihar,Kaimur (Bhabua),2025-12,10479
Bihar,Katihar,2025-03,29652
Bihar,Katihar,2025-04,4999
Bihar,Katihar,2025-09,33547
Bihar,Katihar,2025-10,18582
Bihar,Katihar,2025-11,25776
Bihar,Katihar,2025-12,23048
Bihar,Khagaria,2025-03,13764
Bihar,Khagaria,2025-09,18357
Bihar,Khagaria,2025-10,5719
Bihar,Khagaria,2025-11,9567
Bihar,Khagaria,2025-12,12260
Bihar,Kishanganj,2025-03,15377
Bihar,Kishanganj,2025-07,5924
Bihar,Kishanganj,2025-09,48212
Bihar,Kishanganj,2025-10,12290
Bihar,Kishanganj,2025-11,13666
Bihar,Kishanganj,2025-12,12888
Bihar,Lakhisarai,2025-03,6635
Bihar,Lakhisarai,2025-09,10793
Bihar,Lakhisarai,2025-10,4081
Bihar,Lakhisarai,2025-11,7577
Bihar,Lakhisarai,2025-12,7404
Bihar,Madhepura,2025-03,14119
Bihar,Madhepura,2025-09,18021
Bihar,Madhepura,2025-10,10721
Bihar,Madhepura,2025-11,12406
Bihar,Madhepura,2025-12,13619
Bihar,Madhubani,2025-03,34664
Bihar,Madhubani,2025-09,28914
Bihar,Madhubani,2025-10,16619
Bihar,Madhubani,2025-11,29054
Bihar,Madhubani,2025-12,27586
Bihar,Monghyr,2025-09,72
Bihar,Monghyr,2025-10,28
Bihar,Monghyr,2025-11,53
Bihar,Monghyr,2025-12,60
Bihar,Munger,2025-03,10971
Bihar,Munger,2025-09,11202
Bihar,Munger,2025-10,3592
Bihar,Munger,2025-11,7157
Bihar,Munger,2025-12,8655
Bihar,Muzaffarpur,2025-03,34736
Bihar,Muzaffarpur,2025-09,37779
Bihar,Muzaffarpur,2025-10,18075
Bihar,Muzaffarpur,2025-11,31181
Bihar,Muzaffarpur,2025-12,34492
Bihar,Nalanda,2025-03,19141
Bihar,Nalanda,2025-09,52586
Bihar,Nalanda,2025-10,11956
Bihar,Nalanda,2025-11,16020
Bihar,Nalanda,2025-12,20082
Bihar,Nawada,2025-03,13651
Bihar,Nawada,2025-09,21330
Bihar,Nawada,2025-10,7671
Bihar,Nawada,2025-11,10346
Bihar,Nawada,2025-12,13291
Bihar,Near University Thana,2025-12,1
Bihar,Pashchim Champaran,2025-09,329
Bihar,Pashchim Champaran,2025-10,134
Bihar,Pashchim Champaran,2025-11,201
Bihar,Pashchim Champaran,2025-12,168
Bihar,Patna,2025-03,39069
Bihar,Patna,2025-09,54477
Bihar,Patna,2025-10,21731
Bihar,Patna,2025-11,34424
Bihar,Patna,2025-12,40432
Bihar,Purba Champaran,2025-09,208
Bihar,Purba Champaran,2025-10,112
Bihar,Purba Champaran,2025-11,164
Bihar,Purba Champaran,2025-12,203
Bihar,Purnea,2025-09,772
Bihar,Purnea,2025-10,306
Bihar,Purnea,2025-11,448
Bihar,Purnea,2025-12,458
Bihar,Purnia,2025-03,23971
Bihar,Purnia,2025-09,27465
Bihar,Purnia,2025-10,16429
Bihar,Purnia,2025-11,18912
Bihar,Purnia,2025-12,24867
Bihar,Rohtas,2025-03,16286
Bihar,Rohtas,2025-09,23394
Bihar,Rohtas,2025-10,12495
Bihar,Rohtas,2025-11,18100
Bihar,Rohtas,2025-12,19524
Bihar,Saharsa,2025-03,14956
Bihar,Saharsa,2025-09,18785
Bihar,Saharsa,2025-10,7406
Bihar,Saharsa,2025-11,9797
Bihar,Saharsa,2025-12,10486
Bihar,Samastipur,2025-03,35721
Bihar,Samastipur,2025-09,39510
Bihar,Samastipur,2025-10,16302
Bihar,Samastipur,2025-11,28642
Bihar,Samastipur,2025-12,34066
Bihar,Saran,2025-03,29556
Bihar,Saran,2025-09,28836
Bihar,Saran,2025-10,15831
Bihar,Saran,2025-11,23613
Bihar,Saran,2025-12,26939
Bihar,Sheikhpura,2025-03,4721
Bihar,Sheikhpura,2025-09,7413
Bihar,Sheikhpura,2025-10,2377
Bihar,Sheikhpura,2025-11,4076
Bihar,Sheikhpura,2025-12,3850
Bihar,Sheohar,2025-03,6862
Bihar,Sheohar,2025-09,6904
Bihar,Sheohar,2025-10,2835
Bihar,Sheohar,2025-11,4127
Bihar,Sheohar,2025-12,4341
Bihar,Sitamarhi,2025-03,28165
Bihar,Sitamarhi,2025-05,5096
Bihar,Sitamarhi,2025-09,29419
Bihar,Sitamarhi,2025-10,13734
Bihar,Sitamarhi,2025-11,23640
Bihar,Sitamarhi,2025-12,26280
Bihar,Siwan,2025-03,20335
Bihar,Siwan,2025-09,18111
Bihar,Siwan,2025-10,12797
Bihar,Siwan,2025-11,18982
Bihar,Siwan,2025-12,21828
Bihar,Supaul,2025-03,21107
Bihar,Supaul,2025-09,18994
Bihar,Supaul,2025-10,12217
Bihar,Supaul,2025-11,14430
Bihar,Supaul,2025-12,13535
Bihar,Vaishali,2025-03,31523
Bihar,Vaishali,2025-09,28814
Bihar,Vaishali,2025-10,13139
Bihar,Vaishali,2025-11,19658
Bihar,Vaishali,2025-12,23472
Chandigarh,Chandigarh,2025-03,7573
Chandigarh,Chandigarh,2025-04,10504
Chandigarh,Chandigarh,2025-05,6862
Chandigarh,Chandigarh,2025-06,5054
Chandigarh,Chandigarh,2025-07,7496
Chandigarh,Chandigarh,2025-09,4728
Chandigarh,Chandigarh,2025-10,2792
Chandigarh,Chandigarh,2025-11,5661
Chandigarh,Chandigarh,2025-12,6705
Chandigarh,Mohali,2025-09,1
Chandigarh,Mohali,2025-11,1
Chandigarh,Mohali,2025-12,1
Chandigarh,Rupnagar,2025-09,6
Chandigarh,Rupnagar,2025-10,3
Chandigarh,Rupnagar,2025-11,5
Chandigarh,Rupnagar,2025-12,3
Chhattisgarh,Balod,2025-03,7136
Chhattisgarh,Balod,2025-04,1439
Chhattisgarh,Balod,2025-05,2307
Chhattisgarh,Balod,2025-06,5153
Chhattisgarh,Balod,2025-07,5402
Chhattisgarh,Balod,2025-09,5325
Chhattisgarh,Balod,2025-10,2930
Chhattisgarh,Balod,2025-11,5920
Chhattisgarh,Balod,2025-12,6795
Chhattisgarh,Baloda Bazar,2025-03,12047
Chhattisgarh,Baloda Bazar,2025-04,1847
Chhattisgarh,Baloda Bazar,2025-05,2862
Chhattisgarh,Baloda Bazar,2025-06,12581
Chhattisgarh,Baloda Bazar,2025-07,5947
Chhattisgarh,Baloda Bazar,2025-09,13674
Chhattisgarh,Baloda Bazar,2025-10,7754
Chhattisgarh,Baloda Bazar,2025-11,13122
Chhattisgarh,Baloda Bazar,2025-12,16652
Chhattisgarh,Balrampur,2025-03,3543
Chhattisgarh,Balrampur,2025-06,14795
Chhattisgarh,Balrampur,2025-07,5585
Chhattisgarh,Balrampur,2025-09,7588
Chhattisgarh,Balrampur,2025-10,2172
Chhattisgarh,Balrampur,2025-11,4441
Chhattisgarh,Balrampur,2025-12,6672
Chhattisgarh,Bastar,2025-03,7254
Chhattisgarh,Bastar,2025-04,1823
Chhattisgarh,Bastar,2025-05,1418
Chhattisgarh,Bastar,2025-06,6217
Chhattisgarh,Bastar,2025-07,2696
Chhattisgarh,Bastar,2025-09,10110
Chhattisgarh,Bastar,2025-10,5771
Chhattisgarh,Bastar,2025-11,10528
Chhattisgarh,Bastar,2025-12,13075
Chhattisgarh,Bemetara,2025-03,8524
Chhattisgarh,Bemetara,2025-04,1742
Chhattisgarh,Bemetara,2025-05,5989
Chhattisgarh,Bemetara,2025-09,6261
Chhattisgarh,Bemetara,2025-10,3561
Chhattisgarh,Bemetara,2025-11,6466
Chhattisgarh,Bemetara,2025-12,8345
Chhattisgarh,Bijapur,2025-03,2339
Chhattisgarh,Bijapur,2025-09,1590
Chhattisgarh,Bijapur,2025-10,858
Chhattisgarh,Bijapur,2025-11,1584
Chhattisgarh,Bijapur,2025-12,3322
Chhattisgarh,Bilaspur,2025-03,16438
Chhattisgarh,Bilaspur,2025-04,2716
Chhattisgarh,Bilaspur,2025-06,20291
Chhattisgarh,Bilaspur,2025-07,10933
Chhattisgarh,Bilaspur,2025-09,11374
Chhattisgarh,Bilaspur,2025-10,9200
Chhattisgarh,Bilaspur,2025-11,16136
Chhattisgarh,Bilaspur,2025-12,22502
Chhattisgarh,Dakshin Bastar Dantewada,2025-03,858
Chhattisgarh,Dakshin Bastar Dantewada,2025-09,857
Chhattisgarh,Dakshin Bastar Dantewada,2025-10,377
Chhattisgarh,Dakshin Bastar Dantewada,2025-11,1145
Chhattisgarh,Dakshin Bastar Dantewada,2025-12,1294
Chhattisgarh,Dantewada,2025-03,279
Chhattisgarh,Dantewada,2025-09,330
Chhattisgarh,Dantewada,2025-10,144
Chhattisgarh,Dantewada,2025-11,583
Chhattisgarh,Dantewada,2025-12,470
Chhattisgarh,Dhamtari,2025-03,8000
Chhattisgarh,Dhamtari,2025-05,2800
Chhattisgarh,Dhamtari,2025-07,4828
Chhattisgarh,Dhamtari,2025-09,5322
Chhattisgarh,Dhamtari,2025-10,2791
Chhattisgarh,Dhamtari,2025-11,4808
Chhattisgarh,Dhamtari,2025-12,5931
Chhattisgarh,Durg,2025-03,10584
Chhattisgarh,Durg,2025-04,3321
Chhattisgarh,Durg,2025-06,8395
Chhattisgarh,Durg,2025-07,5542
Chhattisgarh,Durg,2025-09,7752
Chhattisgarh,Durg,2025-10,3529
Chhattisgarh,Durg,2025-11,8182
Chhattisgarh,Durg,2025-12,10021
Chhattisgarh,Gariyaband,2025-03,3136
Chhattisgarh,Gariyaband,2025-09,3488
Chhattisgarh,Gariyaband,2025-10,2333
Chhattisgarh,Gariyaband,2025-11,5153
Chhattisgarh,Gariyaband,2025-12,5887
Chhattisgarh,Gaurela-pendra-marwahi,2025-03,674
Chhattisgarh,Gaurela-pendra-marwahi,2025-09,370
Chhattisgarh,Gaurela-pendra-marwahi,2025-10,312
Chhattisgarh,Gaurela-pendra-marwahi,2025-11,612
Chhattisgarh,Gaurela-pendra-marwahi,2025-12,826
Chhattisgarh,Janjgir-champa,2025-03,21536
Chhattisgarh,Janjgir-champa,2025-04,1899
Chhattisgarh,Janjgir-champa,2025-05,1571
Chhattisgarh,Janjgir-champa,2025-06,5905
Chhattisgarh,Janjgir-champa,2025-07,4405
Chhattisgarh,Janjgir-champa,2025-09,8359
Chhattisgarh,Janjgir-champa,2025-10,9515
Chhattisgarh,Janjgir-champa,2025-11,10577
Chhattisgarh,Janjgir-champa,2025-12,16546
Chhattisgarh,Jashpur,2025-03,5930
Chhattisgarh,Jashpur,2025-04,867
Chhattisgarh,Jashpur,2025-05,1492
Chhattisgarh,Jashpur,2025-06,11209
Chhattisgarh,Jashpur,2025-07,3695
Chhattisgarh,Jashpur,2025-09,4334
Chhattisgarh,Jashpur,2025-10,4302
Chhattisgarh,Jashpur,2025-11,9828
Chhattisgarh,Jashpur,2025-12,10013
Chhattisgarh,Kabeerdham,2025-03,2884
Chhattisgarh,Kabeerdham,2025-05,2036
Chhattisgarh,Kabeerdham,2025-06,2914
Chhattisgarh,Kabeerdham,2025-07,2353
Chhattisgarh,Kabeerdham,2025-09,2524
Chhattisgarh,Kabeerdham,2025-10,1280
Chhattisgarh,Kabeerdham,2025-11,1951
Chhattisgarh,Kabeerdham,2025-12,2452
Chhattisgarh,Kanker,2025-03,3088
Chhattisgarh,Kanker,2025-06,2073
Chhattisgarh,Kanker,2025-09,2668
Chhattisgarh,Kanker,2025-10,1802
Chhattisgarh,Kanker,2025-11,4738
Chhattisgarh,Kanker,2025-12,7375
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-07,1623
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-09,757
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-10,336
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-11,890
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-12,1305
Chhattisgarh,Kondagaon,2025-03,1306
Chhattisgarh,Kondagaon,2025-06,16942
Chhattisgarh,Kondagaon,2025-09,3124
Chhattisgarh,Kondagaon,2025-10,2119
Chhattisgarh,Kondagaon,2025-11,6766
Chhattisgarh,Kondagaon,2025-12,8013
Chhattisgarh,Korba,2025-03,3352
Chhattisgarh,Korba,2025-04,1935
Chhattisgarh,Korba,2025-05,4216
Chhattisgarh,Korba,2025-06,9571
Chhattisgarh,Korba,2025-07,9995
Chhattisgarh,Korba,2025-09,5675
Chhattisgarh,Korba,2025-10,5152
Chhattisgarh,Korba,2025-11,5975
Chhattisgarh,Korba,2025-12,9349
Chhattisgarh,Koriya,2025-03,2858
Chhattisgarh,Koriya,2025-04,909
Chhattisgarh,Koriya,2025-06,5150
Chhattisgarh,Koriya,2025-09,3193
Chhattisgarh,Koriya,2025-10,2865
Chhattisgarh,Koriya,2025-11,3988
Chhattisgarh,Koriya,2025-12,6014
Chhattisgarh,Mahasamund,2025-03,3440
Chhattisgarh,Mahasamund,2025-04,2894
Chhattisgarh,Mahasamund,2025-05,3274
Chhattisgarh,Mahasamund,2025-06,43557
Chhattisgarh,Mahasamund,2025-07,6916
Chhattisgarh,Mahasamund,2025-09,6846
Chhattisgarh,Mahasamund,2025-10,3985
Chhattisgarh,Mahasamund,2025-11,8028
Chhattisgarh,Mahasamund,2025-12,12670
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-09,673
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-10,445
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-11,1050
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-12,1877
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-03,644
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-06,2539
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-07,3359
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-09,2494
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-10,947
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-11,2629
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-12,4298
Chhattisgarh,Mungeli,2025-03,10843
Chhattisgarh,Mungeli,2025-05,2057
Chhattisgarh,Mungeli,2025-06,3646
Chhattisgarh,Mungeli,2025-07,8736
Chhattisgarh,Mungeli,2025-09,4627
Chhattisgarh,Mungeli,2025-10,3342
Chhattisgarh,Mungeli,2025-11,5498
Chhattisgarh,Mungeli,2025-12,10527
Chhattisgarh,Narayanpur,2025-03,1139
Chhattisgarh,Narayanpur,2025-07,4913
Chhattisgarh,Narayanpur,2025-09,827
Chhattisgarh,Narayanpur,2025-10,479
Chhattisgarh,Narayanpur,2025-11,864
Chhattisgarh,Narayanpur,2025-12,1491
Chhattisgarh,Raigarh,2025-03,13670
Chhattisgarh,Raigarh,2025-04,1545
Chhattisgarh,Raigarh,2025-07,2727
Chhattisgarh,Raigarh,2025-09,8018
Chhattisgarh,Raigarh,2025-10,7781
Chhattisgarh,Raigarh,2025-11,9711
Chhattisgarh,Raigarh,2025-12,15884
Chhattisgarh,Raipur,2025-03,15408
Chhattisgarh,Raipur,2025-04,6396
Chhattisgarh,Raipur,2025-05,7794
Chhattisgarh,Raipur,2025-06,13802
Chhattisgarh,Raipur,2025-07,7038
Chhattisgarh,Raipur,2025-09,8392
Chhattisgarh,Raipur,2025-10,4490
Chhattisgarh,Raipur,2025-11,12480
Chhattisgarh,Raipur,2025-12,14036
Chhattisgarh,Rajnandgaon,2025-03,18663
Chhattisgarh,Rajnandgaon,2025-04,2871
Chhattisgarh,Rajnandgaon,2025-05,1641
Chhattisgarh,Rajnandgaon,2025-06,38068
Chhattisgarh,Rajnandgaon,2025-07,1902
Chhattisgarh,Rajnandgaon,2025-09,8640
Chhattisgarh,Rajnandgaon,2025-10,4199
Chhattisgarh,Rajnandgaon,2025-11,11838
Chhattisgarh,Rajnandgaon,2025-12,17053
Chhattisgarh,Sakti,2025-03,545
Chhattisgarh,Sakti,2025-09,1188
Chhattisgarh,Sakti,2025-10,762
Chhattisgarh,Sakti,2025-11,2485
Chhattisgarh,Sakti,2025-12,2427
Chhattisgarh,Sarangarh-Bilaigarh,2025-09,823
Chhattisgarh,Sarangarh-Bilaigarh,2025-10,571
Chhattisgarh,Sarangarh-Bilaigarh,2025-11,1800
Chhattisgarh,Sarangarh-Bilaigarh,2025-12,2983
Chhattisgarh,Sukma,2025-03,1481
Chhattisgarh,Sukma,2025-09,2373
Chhattisgarh,Sukma,2025-10,1191
Chhattisgarh,Sukma,2025-11,1907
Chhattisgarh,Sukma,2025-12,2899
Chhattisgarh,Surajpur,2025-03,5503
Chhattisgarh,Surajpur,2025-05,688
Chhattisgarh,Surajpur,2025-09,6380
Chhattisgarh,Surajpur,2025-10,4020
Chhattisgarh,Surajpur,2025-11,4889
Chhattisgarh,Surajpur,2025-12,9822
Chhattisgarh,Surguja,2025-03,8958
Chhattisgarh,Surguja,2025-04,5783
Chhattisgarh,Surguja,2025-05,2059
Chhattisgarh,Surguja,2025-06,5360
Chhattisgarh,Surguja,2025-07,11827
Chhattisgarh,Surguja,2025-09,10873
Chhattisgarh,Surguja,2025-10,6707
Chhattisgarh,Surguja,2025-11,11860
Chhattisgarh,Surguja,2025-12,16457
Chhattisgarh,Uttar Bastar Kanker,2025-03,928
Chhattisgarh,Uttar Bastar Kanker,2025-09,1662
Chhattisgarh,Uttar Bastar Kanker,2025-10,930
Chhattisgarh,Uttar Bastar Kanker,2025-11,2578
Chhattisgarh,Uttar Bastar Kanker,2025-12,4161
Chhattisgarh,Wardha,2025-03,9335
Chhattisgarh,Wardha,2025-06,7454
Chhattisgarh,Wardha,2025-09,6060
Chhattisgarh,Wardha,2025-10,4123
Chhattisgarh,Wardha,2025-11,6970
Chhattisgarh,Wardha,2025-12,7761
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025-03,642
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025-04,561
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025-09,1487
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025-10,689
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025-11,1203
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025-12,1514
Dadra and Nagar Haveli and Daman and Diu,Daman,2025-03,507
Dadra and Nagar Haveli and Daman and Diu,Daman,2025-09,458
Dadra and Nagar Haveli and Daman and Diu,Daman,2025-10,269
Dadra and Nagar Haveli and Daman and Diu,Daman,2025-11,486
Dadra and Nagar Haveli and Daman and Diu,Daman,2025-12,568
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-03,126
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-09,211
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-10,90
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-11,165
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-12,227
Delhi,Central Delhi,2025-03,9373
Delhi,Central Delhi,2025-04,7134
Delhi,Central Delhi,2025-05,1457
Delhi,Central Delhi,2025-06,1700
Delhi,Central Delhi,2025-09,3041
Delhi,Central Delhi,2025-10,1742
Delhi,Central Delhi,2025-11,3567
Delhi,Central Delhi,2025-12,4437
Delhi,Najafgarh,2025-09,41
Delhi,Najafgarh,2025-10,20
Delhi,Najafgarh,2025-11,35
Delhi,Najafgarh,2025-12,51
Delhi,New Delhi,2025-03,821
Delhi,New Delhi,2025-06,365
Delhi,New Delhi,2025-09,327
Delhi,New Delhi,2025-10,220
Delhi,New Delhi,2025-11,411
Delhi,New Delhi,2025-12,557
Delhi,North Delhi,2025-03,9756
Delhi,North Delhi,2025-04,9845
Delhi,North Delhi,2025-05,6327
Delhi,North Delhi,2025-06,5042
Delhi,North Delhi,2025-07,8176
Delhi,North Delhi,2025-09,3587
Delhi,North Delhi,2025-10,2076
Delhi,North Delhi,2025-11,3825
Delhi,North Delhi,2025-12,6212
Delhi,North East,2025-03,2931
Delhi,North East,2025-09,1421
Delhi,North East,2025-10,923
Delhi,North East,2025-11,1908
Delhi,North East,2025-12,2505
Delhi,North East Delhi,2025-03,58786
Delhi,North East Delhi,2025-04,56420
Delhi,North East Delhi,2025-05,29113
Delhi,North East Delhi,2025-06,25477
Delhi,North East Delhi,2025-07,45655
Delhi,North East Delhi,2025-09,21666
Delhi,North East Delhi,2025-10,11381
Delhi,North East Delhi,2025-11,25077
Delhi,North East Delhi,2025-12,36229
Delhi,Shahdara,2025-03,2564
Delhi,Shahdara,2025-04,3694
Delhi,Shahdara,2025-06,1829
Delhi,Shahdara,2025-07,5262
Delhi,Shahdara,2025-09,1362
Delhi,Shahdara,2025-10,757
Delhi,Shahdara,2025-11,1808
Delhi,Shahdara,2025-12,2596
Delhi,South Delhi,2025-03,31807
Delhi,South Delhi,2025-04,29920
Delhi,South Delhi,2025-05,9888
Delhi,South Delhi,2025-06,12907
Delhi,South Delhi,2025-07,14391
Delhi,South Delhi,2025-09,10122
Delhi,South Delhi,2025-10,6597
Delhi,South Delhi,2025-11,13438
Delhi,South Delhi,2025-12,19271
Delhi,South West Delhi,2025-03,24746
Delhi,South West Delhi,2025-04,20630
Delhi,South West Delhi,2025-05,8800
Delhi,South West Delhi,2025-06,5569
Delhi,South West Delhi,2025-07,14153
Delhi,South West Delhi,2025-09,9575
Delhi,South West Delhi,2025-10,5434
Delhi,South West Delhi,2025-11,11351
Delhi,South West Delhi,2025-12,15001
Delhi,West Delhi,2025-03,46341
Delhi,West Delhi,2025-04,52675
Delhi,West Delhi,2025-05,18576
Delhi,West Delhi,2025-06,32256
Delhi,West Delhi,2025-07,46136
Delhi,West Delhi,2025-09,17769
Delhi,West Delhi,2025-10,10788
Delhi,West Delhi,2025-11,22562
Delhi,West Delhi,2025-12,29454
Goa,Bardez,2025-09,3
Goa,Bardez,2025-10,5
Goa,Bardez,2025-11,8
Goa,Bardez,2025-12,10
Goa,Bicholim,2025-10,1
Goa,Bicholim,2025-12,1
Goa,North Goa,2025-03,3235
Goa,North Goa,2025-09,2812
Goa,North Goa,2025-10,1781
Goa,North Goa,2025-11,3401
Goa,North Goa,2025-12,3383
Goa,South Goa,2025-03,2935
Goa,South Goa,2025-09,2427
Goa,South Goa,2025-10,1449
Goa,South Goa,2025-11,3118
Goa,South Goa,2025-12,3120
Goa,Tiswadi,2025-09,1
Goa,Tiswadi,2025-12,1
Gujarat,Ahmedabad,2025-03,50947
Gujarat,Ahmedabad,2025-04,12207
Gujarat,Ahmedabad,2025-05,12575
Gujarat,Ahmedabad,2025-06,5691
Gujarat,Ahmedabad,2025-07,8408
Gujarat,Ahmedabad,2025-09,27847
Gujarat,Ahmedabad,2025-10,12219
Gujarat,Ahmedabad,2025-11,31414
Gujarat,Ahmedabad,2025-12,42938
Gujarat,Amreli,2025-03,6453
Gujarat,Amreli,2025-09,4078
Gujarat,Amreli,2025-10,1635
Gujarat,Amreli,2025-11,4207
Gujarat,Amreli,2025-12,5368
Gujarat,Anand,2025-03,9386
Gujarat,Anand,2025-09,5749
Gujarat,Anand,2025-10,2389
Gujarat,Anand,2025-11,5752
Gujarat,Anand,2025-12,6998
Gujarat,Arvalli,2025-03,1825
Gujarat,Arvalli,2025-09,1317
Gujarat,Arvalli,2025-10,503
Gujarat,Arvalli,2025-11,1163
Gujarat,Arvalli,2025-12,1696
Gujarat,Banaskantha,2025-03,11745
Gujarat,Banaskantha,2025-05,4056
Gujarat,Banaskantha,2025-06,4198
Gujarat,Banaskantha,2025-09,10051
Gujarat,Banaskantha,2025-10,4135
Gujarat,Banaskantha,2025-11,9117
Gujarat,Banaskantha,2025-12,13916
Gujarat,Bharuch,2025-03,10814
Gujarat,Bharuch,2025-05,1858
Gujarat,Bharuch,2025-06,1535
Gujarat,Bharuch,2025-09,5089
Gujarat,Bharuch,2025-10,2522
Gujarat,Bharuch,2025-11,5720
Gujarat,Bharuch,2025-12,7424
Gujarat,Bhavnagar,2025-03,14893
Gujarat,Bhavnagar,2025-05,1872
Gujarat,Bhavnagar,2025-09,8009
Gujarat,Bhavnagar,2025-10,3296
Gujarat,Bhavnagar,2025-11,8114
Gujarat,Bhavnagar,2025-12,11066
Gujarat,Botad,2025-03,2059
Gujarat,Botad,2025-09,1109
Gujarat,Botad,2025-10,483
Gujarat,Botad,2025-11,983
Gujarat,Botad,2025-12,1171
Gujarat,Chhotaudepur,2025-03,2543
Gujarat,Chhotaudepur,2025-09,1614
Gujarat,Chhotaudepur,2025-10,550
Gujarat,Chhotaudepur,2025-11,1252
Gujarat,Chhotaudepur,2025-12,1492
