state_clean,district_clean,date,total_enrollments
Bihar,Madhubani,2025-07,2141
Bihar,Madhubani,2025-09,5101
Bihar,Madhubani,2025-10,4475
Bihar,Madhubani,2025-11,4372
Bihar,Madhubani,2025-12,3642
Bihar,Monghyr,2025-09,16
Bihar,Monghyr,2025-10,8
Bihar,Monghyr,2025-11,19
Bihar,Monghyr,2025-12,6
Bihar,Munger,2025-04,491
Bihar,Munger,2025-06,406
Bihar,Munger,2025-07,699
Bihar,Munger,2025-09,1615
Bihar,Munger,2025-10,836
Bihar,Munger,2025-11,993
Bihar,Munger,2025-12,876
Bihar,Muzaffarpur,2025-03,74
Bihar,Muzaffarpur,2025-04,2089
Bihar,Muzaffarpur,2025-05,4366
Bihar,Muzaffarpur,2025-06,3782
Bihar,Muzaffarpur,2025-07,2149
Bihar,Muzaffarpur,2025-09,5444
Bihar,Muzaffarpur,2025-10,3248
Bihar,Muzaffarpur,2025-11,3993
Bihar,Muzaffarpur,2025-12,3153
Bihar,Nalanda,2025-06,1497
Bihar,Nalanda,2025-07,2058
Bihar,Nalanda,2025-09,3687
Bihar,Nalanda,2025-10,2419
Bihar,Nalanda,2025-11,2415
Bihar,Nalanda,2025-12,2037
Bihar,Nawada,2025-07,3672
Bihar,Nawada,2025-09,4456
Bihar,Nawada,2025-10,2926
Bihar,Nawada,2025-11,2135
Bihar,Nawada,2025-12,1859
Bihar,Pashchim Champaran,2025-03,126
Bihar,Pashchim Champaran,2025-06,6507
Bihar,Pashchim Champaran,2025-07,9642
Bihar,Pashchim Champaran,2025-09,33
Bihar,Pashchim Champaran,2025-10,9
Bihar,Pashchim Champaran,2025-11,18
Bihar,Pashchim Champaran,2025-12,23
Bihar,Patna,2025-03,80
Bihar,Patna,2025-04,3399
Bihar,Patna,2025-05,474
Bihar,Patna,2025-06,1367
Bihar,Patna,2025-07,2110
Bihar,Patna,2025-09,6425
Bihar,Patna,2025-10,3077
Bihar,Patna,2025-11,3634
Bihar,Patna,2025-12,3495
Bihar,Purba Champaran,2025-03,336
Bihar,Purba Champaran,2025-06,6198
Bihar,Purba Champaran,2025-07,8337
Bihar,Purba Champaran,2025-09,46
Bihar,Purba Champaran,2025-10,26
Bihar,Purba Champaran,2025-11,29
Bihar,Purba Champaran,2025-12,20
Bihar,Purnea,2025-09,99
Bihar,Purnea,2025-10,46
Bihar,Purnea,2025-11,72
Bihar,Purnea,2025-12,38
Bihar,Purnia,2025-04,814
Bihar,Purnia,2025-06,1418
Bihar,Purnia,2025-07,1924
Bihar,Purnia,2025-09,5375
Bihar,Purnia,2025-10,4247
Bihar,Purnia,2025-11,2619
Bihar,Purnia,2025-12,3196
Bihar,Rohtas,2025-09,2658
Bihar,Rohtas,2025-10,1394
Bihar,Rohtas,2025-11,1887
Bihar,Rohtas,2025-12,1734
Bihar,Saharsa,2025-05,642
Bihar,Saharsa,2025-06,826
Bihar,Saharsa,2025-07,1238
Bihar,Saharsa,2025-09,3524
Bihar,Saharsa,2025-10,2152
Bihar,Saharsa,2025-11,2211
Bihar,Saharsa,2025-12,1997
Bihar,Samastipur,2025-07,1014
Bihar,Samastipur,2025-09,5529
Bihar,Samastipur,2025-10,3636
Bihar,Samastipur,2025-11,4353
Bihar,Samastipur,2025-12,4047
Bihar,Saran,2025-04,327
Bihar,Saran,2025-06,1111
Bihar,Saran,2025-07,2531
Bihar,Saran,2025-09,6369
Bihar,Saran,2025-10,4734
Bihar,Saran,2025-11,4521
Bihar,Saran,2025-12,4065
Bihar,Sheikhpura,2025-09,1238
Bihar,Sheikhpura,2025-10,710
Bihar,Sheikhpura,2025-11,624
Bihar,Sheikhpura,2025-12,501
Bihar,Sheohar,2025-09,836
Bihar,Sheohar,2025-10,591
Bihar,Sheohar,2025-11,716
Bihar,Sheohar,2025-12,887
Bihar,Sitamarhi,2025-03,1335
Bihar,Sitamarhi,2025-04,4564
Bihar,Sitamarhi,2025-05,5696
Bihar,Sitamarhi,2025-06,6476
Bihar,Sitamarhi,2025-07,9117
Bihar,Sitamarhi,2025-09,4601
Bihar,Sitamarhi,2025-10,3038
Bihar,Sitamarhi,2025-11,3629
Bihar,Sitamarhi,2025-12,3196
Bihar,Siwan,2025-05,665
Bihar,Siwan,2025-06,504
Bihar,Siwan,2025-07,618
Bihar,Siwan,2025-09,4297
Bihar,Siwan,2025-10,3108
Bihar,Siwan,2025-11,3406
Bihar,Siwan,2025-12,2276
Bihar,Supaul,2025-09,2634
Bihar,Supaul,2025-10,2905
Bihar,Supaul,2025-11,2470
Bihar,Supaul,2025-12,2027
Bihar,Vaishali,2025-04,497
Bihar,Vaishali,2025-09,5984
Bihar,Vaishali,2025-10,3973
Bihar,Vaishali,2025-11,3837
Bihar,Vaishali,2025-12,3157
Chandigarh,Chandigarh,2025-04,117
Chandigarh,Chandigarh,2025-09,855
Chandigarh,Chandigarh,2025-10,465
Chandigarh,Chandigarh,2025-11,657
Chandigarh,Chandigarh,2025-12,523
Chandigarh,Rupnagar,2025-09,1
Chandigarh,Rupnagar,2025-11,2
Chhattisgarh,Balod,2025-09,533
Chhattisgarh,Balod,2025-10,302
Chhattisgarh,Balod,2025-11,423
Chhattisgarh,Balod,2025-12,338
Chhattisgarh,Baloda Bazar,2025-05,544
Chhattisgarh,Baloda Bazar,2025-09,1409
Chhattisgarh,Baloda Bazar,2025-10,808
Chhattisgarh,Baloda Bazar,2025-11,1171
Chhattisgarh,Baloda Bazar,2025-12,773
Chhattisgarh,Balrampur,2025-07,1988
Chhattisgarh,Balrampur,2025-09,1679
Chhattisgarh,Balrampur,2025-10,727
Chhattisgarh,Balrampur,2025-11,975
Chhattisgarh,Balrampur,2025-12,647
Chhattisgarh,Bastar,2025-09,1522
Chhattisgarh,Bastar,2025-10,882
Chhattisgarh,Bastar,2025-11,1728
Chhattisgarh,Bastar,2025-12,2369
Chhattisgarh,Bemetara,2025-09,744
Chhattisgarh,Bemetara,2025-10,503
Chhattisgarh,Bemetara,2025-11,859
Chhattisgarh,Bemetara,2025-12,571
Chhattisgarh,Bijapur,2025-03,160
Chhattisgarh,Bijapur,2025-04,658
Chhattisgarh,Bijapur,2025-05,610
Chhattisgarh,Bijapur,2025-06,632
Chhattisgarh,Bijapur,2025-07,1391
Chhattisgarh,Bijapur,2025-09,810
Chhattisgarh,Bijapur,2025-10,492
Chhattisgarh,Bijapur,2025-11,803
Chhattisgarh,Bijapur,2025-12,1060
Chhattisgarh,Bilaspur,2025-07,1476
Chhattisgarh,Bilaspur,2025-09,2578
Chhattisgarh,Bilaspur,2025-10,1655
Chhattisgarh,Bilaspur,2025-11,1831
Chhattisgarh,Bilaspur,2025-12,1168
Chhattisgarh,Dakshin Bastar Dantewada,2025-09,137
Chhattisgarh,Dakshin Bastar Dantewada,2025-10,117
Chhattisgarh,Dakshin Bastar Dantewada,2025-11,581
Chhattisgarh,Dakshin Bastar Dantewada,2025-12,337
Chhattisgarh,Dantewada,2025-09,78
Chhattisgarh,Dantewada,2025-10,45
Chhattisgarh,Dantewada,2025-11,419
Chhattisgarh,Dantewada,2025-12,154
Chhattisgarh,Dhamtari,2025-09,642
Chhattisgarh,Dhamtari,2025-10,357
Chhattisgarh,Dhamtari,2025-11,574
Chhattisgarh,Dhamtari,2025-12,347
Chhattisgarh,Durg,2025-04,384
Chhattisgarh,Durg,2025-07,495
Chhattisgarh,Durg,2025-09,1120
Chhattisgarh,Durg,2025-10,399
Chhattisgarh,Durg,2025-11,837
Chhattisgarh,Durg,2025-12,678
Chhattisgarh,Gariyaband,2025-09,523
Chhattisgarh,Gariyaband,2025-10,270
Chhattisgarh,Gariyaband,2025-11,416
Chhattisgarh,Gariyaband,2025-12,277
Chhattisgarh,Gaurela-pendra-marwahi,2025-06,631
Chhattisgarh,Gaurela-pendra-marwahi,2025-07,352
Chhattisgarh,Gaurela-pendra-marwahi,2025-09,49
Chhattisgarh,Gaurela-pendra-marwahi,2025-10,34
Chhattisgarh,Gaurela-pendra-marwahi,2025-11,29
Chhattisgarh,Gaurela-pendra-marwahi,2025-12,20
Chhattisgarh,Janjgir-champa,2025-09,1627
Chhattisgarh,Janjgir-champa,2025-10,897
Chhattisgarh,Janjgir-champa,2025-11,1176
Chhattisgarh,Janjgir-champa,2025-12,832
Chhattisgarh,Jashpur,2025-09,677
Chhattisgarh,Jashpur,2025-10,408
Chhattisgarh,Jashpur,2025-11,743
Chhattisgarh,Jashpur,2025-12,558
Chhattisgarh,Kabeerdham,2025-09,301
Chhattisgarh,Kabeerdham,2025-10,177
Chhattisgarh,Kabeerdham,2025-11,243
Chhattisgarh,Kabeerdham,2025-12,196
Chhattisgarh,Kanker,2025-09,566
Chhattisgarh,Kanker,2025-10,295
Chhattisgarh,Kanker,2025-11,407
Chhattisgarh,Kanker,2025-12,364
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-09,60
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-10,42
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-11,86
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-12,45
Chhattisgarh,Kondagaon,2025-09,880
Chhattisgarh,Kondagaon,2025-10,563
Chhattisgarh,Kondagaon,2025-11,764
Chhattisgarh,Kondagaon,2025-12,752
Chhattisgarh,Korba,2025-09,1250
Chhattisgarh,Korba,2025-10,871
Chhattisgarh,Korba,2025-11,779
Chhattisgarh,Korba,2025-12,565
Chhattisgarh,Koriya,2025-09,579
Chhattisgarh,Koriya,2025-10,389
Chhattisgarh,Koriya,2025-11,387
Chhattisgarh,Koriya,2025-12,329
Chhattisgarh,Mahasamund,2025-09,1194
Chhattisgarh,Mahasamund,2025-10,672
Chhattisgarh,Mahasamund,2025-11,847
Chhattisgarh,Mahasamund,2025-12,462
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-09,93
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-10,66
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-11,78
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-12,51
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-09,87
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-10,53
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-11,86
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-12,40
Chhattisgarh,Mungeli,2025-09,914
Chhattisgarh,Mungeli,2025-10,635
Chhattisgarh,Mungeli,2025-11,740
Chhattisgarh,Mungeli,2025-12,501
Chhattisgarh,Narayanpur,2025-09,242
Chhattisgarh,Narayanpur,2025-10,133
Chhattisgarh,Narayanpur,2025-11,208
Chhattisgarh,Narayanpur,2025-12,146
Chhattisgarh,Raigarh,2025-07,1522
Chhattisgarh,Raigarh,2025-09,1451
Chhattisgarh,Raigarh,2025-10,621
Chhattisgarh,Raigarh,2025-11,750
Chhattisgarh,Raigarh,2025-12,507
Chhattisgarh,Raipur,2025-03,100
Chhattisgarh,Raipur,2025-04,322
Chhattisgarh,Raipur,2025-09,2086
Chhattisgarh,Raipur,2025-10,1234
Chhattisgarh,Raipur,2025-11,2150
Chhattisgarh,Raipur,2025-12,928
Chhattisgarh,Rajnandgaon,2025-09,1194
Chhattisgarh,Rajnandgaon,2025-10,734
Chhattisgarh,Rajnandgaon,2025-11,1327
Chhattisgarh,Rajnandgaon,2025-12,751
Chhattisgarh,Sakti,2025-09,177
Chhattisgarh,Sakti,2025-10,74
Chhattisgarh,Sakti,2025-11,126
Chhattisgarh,Sakti,2025-12,75
Chhattisgarh,Sarangarh-Bilaigarh,2025-09,29
Chhattisgarh,Sarangarh-Bilaigarh,2025-10,30
Chhattisgarh,Sarangarh-Bilaigarh,2025-11,48
Chhattisgarh,Sarangarh-Bilaigarh,2025-12,72
Chhattisgarh,Sukma,2025-04,381
Chhattisgarh,Sukma,2025-05,252
Chhattisgarh,Sukma,2025-07,363
Chhattisgarh,Sukma,2025-09,307
Chhattisgarh,Sukma,2025-10,199
Chhattisgarh,Sukma,2025-11,247
Chhattisgarh,Sukma,2025-12,403
Chhattisgarh,Surajpur,2025-09,1002
Chhattisgarh,Surajpur,2025-10,524
Chhattisgarh,Surajpur,2025-11,683
Chhattisgarh,Surajpur,2025-12,622
Chhattisgarh,Surguja,2025-09,1353
Chhattisgarh,Surguja,2025-10,608
Chhattisgarh,Surguja,2025-11,806
Chhattisgarh,Surguja,2025-12,671
Chhattisgarh,Uttar Bastar Kanker,2025-09,253
Chhattisgarh,Uttar Bastar Kanker,2025-10,159
Chhattisgarh,Uttar Bastar Kanker,2025-11,209
Chhattisgarh,Uttar Bastar Kanker,2025-12,218
Chhattisgarh,Wardha,2025-09,659
Chhattisgarh,Wardha,2025-10,447
Chhattisgarh,Wardha,2025-11,533
Chhattisgarh,Wardha,2025-12,389
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025-06,249
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025-07,467
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025-09,409
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025-10,124
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025-11,189
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025-12,128
Dadra and Nagar Haveli and Daman and Diu,Daman,2025-09,44
Dadra and Nagar Haveli and Daman and Diu,Daman,2025-10,12
Dadra and Nagar Haveli and Daman and Diu,Daman,2025-11,42
Dadra and Nagar Haveli and Daman and Diu,Daman,2025-12,28
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-09,27
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-10,16
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-11,24
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-12,23
Delhi,Central Delhi,2025-04,133
Delhi,Central Delhi,2025-05,333
Delhi,Central Delhi,2025-06,194
Delhi,Central Delhi,2025-07,1152
Delhi,Central Delhi,2025-09,725
Delhi,Central Delhi,2025-10,376
Delhi,Central Delhi,2025-11,581
Delhi,Central Delhi,2025-12,402
Delhi,Najafgarh,2025-09,14
Delhi,Najafgarh,2025-10,3
Delhi,Najafgarh,2025-11,11
Delhi,Najafgarh,2025-12,2
Delhi,New Delhi,2025-06,363
Delhi,New Delhi,2025-07,1091
Delhi,New Delhi,2025-09,60
Delhi,New Delhi,2025-10,27
Delhi,New Delhi,2025-11,52
Delhi,New Delhi,2025-12,35
Delhi,North Delhi,2025-06,598
Delhi,North Delhi,2025-07,901
Delhi,North Delhi,2025-09,892
Delhi,North Delhi,2025-10,488
Delhi,North Delhi,2025-11,842
Delhi,North Delhi,2025-12,573
Delhi,North East,2025-09,619
Delhi,North East,2025-10,326
Delhi,North East,2025-11,428
Delhi,North East,2025-12,326
Delhi,North East Delhi,2025-03,60
Delhi,North East Delhi,2025-04,1306
Delhi,North East Delhi,2025-05,644
Delhi,North East Delhi,2025-06,2375
Delhi,North East Delhi,2025-07,5653
Delhi,North East Delhi,2025-09,5989
Delhi,North East Delhi,2025-10,3233
Delhi,North East Delhi,2025-11,4769
Delhi,North East Delhi,2025-12,3390
Delhi,Shahdara,2025-04,319
Delhi,Shahdara,2025-05,133
Delhi,Shahdara,2025-07,799
Delhi,Shahdara,2025-09,184
Delhi,Shahdara,2025-10,63
Delhi,Shahdara,2025-11,122
Delhi,Shahdara,2025-12,77
Delhi,South Delhi,2025-04,563
Delhi,South Delhi,2025-05,333
Delhi,South Delhi,2025-06,911
Delhi,South Delhi,2025-07,1254
Delhi,South Delhi,2025-09,3279
Delhi,South Delhi,2025-10,1969
Delhi,South Delhi,2025-11,2916
Delhi,South Delhi,2025-12,1987
Delhi,South West Delhi,2025-04,825
Delhi,South West Delhi,2025-05,684
Delhi,South West Delhi,2025-06,321
Delhi,South West Delhi,2025-07,704
Delhi,South West Delhi,2025-09,2341
Delhi,South West Delhi,2025-10,1212
Delhi,South West Delhi,2025-11,1622
Delhi,South West Delhi,2025-12,1316
Delhi,West Delhi,2025-03,308
Delhi,West Delhi,2025-04,2784
Delhi,West Delhi,2025-05,3454
Delhi,West Delhi,2025-06,3399
Delhi,West Delhi,2025-07,7230
Delhi,West Delhi,2025-09,4703
Delhi,West Delhi,2025-10,2317
Delhi,West Delhi,2025-11,3445
Delhi,West Delhi,2025-12,2298
Goa,Bardez,2025-09,1
Goa,Bardez,2025-11,1
Goa,North Goa,2025-07,42
Goa,North Goa,2025-09,514
Goa,North Goa,2025-10,241
Goa,North Goa,2025-11,343
Goa,North Goa,2025-12,180
Goa,South Goa,2025-09,357
Goa,South Goa,2025-10,183
Goa,South Goa,2025-11,299
Goa,South Goa,2025-12,119
Gujarat,Ahmedabad,2025-04,122
Gujarat,Ahmedabad,2025-05,1200
Gujarat,Ahmedabad,2025-06,1225
Gujarat,Ahmedabad,2025-07,5306
Gujarat,Ahmedabad,2025-09,6397
Gujarat,Ahmedabad,2025-10,2413
Gujarat,Ahmedabad,2025-11,5404
Gujarat,Ahmedabad,2025-12,3079
Gujarat,Amreli,2025-04,238
Gujarat,Amreli,2025-07,769
Gujarat,Amreli,2025-09,1154
Gujarat,Amreli,2025-10,339
Gujarat,Amreli,2025-11,877
Gujarat,Amreli,2025-12,796
Gujarat,Anand,2025-04,241
Gujarat,Anand,2025-05,143
Gujarat,Anand,2025-06,229
Gujarat,Anand,2025-07,1109
Gujarat,Anand,2025-09,1823
Gujarat,Anand,2025-10,668
Gujarat,Anand,2025-11,1434
Gujarat,Anand,2025-12,1100
Gujarat,Arvalli,2025-04,206
Gujarat,Arvalli,2025-07,601
Gujarat,Arvalli,2025-09,592
Gujarat,Arvalli,2025-10,165
Gujarat,Arvalli,2025-11,350
Gujarat,Arvalli,2025-12,387
Gujarat,Banaskantha,2025-03,806
Gujarat,Banaskantha,2025-04,4044
Gujarat,Banaskantha,2025-05,2048
Gujarat,Banaskantha,2025-06,3290
Gujarat,Banaskantha,2025-07,9228
Gujarat,Banaskantha,2025-09,4850
Gujarat,Banaskantha,2025-10,1235
Gujarat,Banaskantha,2025-11,2517
Gujarat,Banaskantha,2025-12,2474
Gujarat,Bharuch,2025-04,211
Gujarat,Bharuch,2025-05,395
Gujarat,Bharuch,2025-09,1307
Gujarat,Bharuch,2025-10,476
Gujarat,Bharuch,2025-11,980
Gujarat,Bharuch,2025-12,853
Gujarat,Bhavnagar,2025-04,628
Gujarat,Bhavnagar,2025-06,239
Gujarat,Bhavnagar,2025-07,2144
Gujarat,Bhavnagar,2025-09,2835
Gujarat,Bhavnagar,2025-10,822
Gujarat,Bhavnagar,2025-11,2065
Gujarat,Bhavnagar,2025-12,1264
Gujarat,Botad,2025-04,332
Gujarat,Botad,2025-06,364
Gujarat,Botad,2025-07,1090
Gujarat,Botad,2025-09,456
Gujarat,Botad,2025-10,98
Gujarat,Botad,2025-11,368
Gujarat,Botad,2025-12,202
Gujarat,Chhotaudepur,2025-04,482
Gujarat,Chhotaudepur,2025-05,216
Gujarat,Chhotaudepur,2025-06,141
Gujarat,Chhotaudepur,2025-07,1862
Gujarat,Chhotaudepur,2025-09,424
Gujarat,Chhotaudepur,2025-10,159
Gujarat,Chhotaudepur,2025-11,438
Gujarat,Chhotaudepur,2025-12,344
Gujarat,Dahod,2025-04,2071
Gujarat,Dahod,2025-05,2080
Gujarat,Dahod,2025-09,2576
Gujarat,Dahod,2025-10,731
Gujarat,Dahod,2025-11,1912
Gujarat,Dahod,2025-12,821
Gujarat,Dang,2025-06,364
Gujarat,Dang,2025-07,508
Gujarat,Devbhumi Dwarka,2025-04,284
Gujarat,Devbhumi Dwarka,2025-05,216
Gujarat,Devbhumi Dwarka,2025-07,577
Gujarat,Devbhumi Dwarka,2025-09,592
Gujarat,Devbhumi Dwarka,2025-10,198
Gujarat,Devbhumi Dwarka,2025-11,321
Gujarat,Devbhumi Dwarka,2025-12,269
Gujarat,Dohad,2025-03,110
Gujarat,Dohad,2025-06,3188
Gujarat,Dohad,2025-07,8001
Gujarat,Dohad,2025-09,691
Gujarat,Dohad,2025-10,191
Gujarat,Dohad,2025-11,558
Gujarat,Dohad,2025-12,197
Gujarat,Gandhinagar,2025-04,789
Gujarat,Gandhinagar,2025-05,295
Gujarat,Gandhinagar,2025-06,312
Gujarat,Gandhinagar,2025-07,547
Gujarat,Gandhinagar,2025-09,1171
Gujarat,Gandhinagar,2025-10,401
Gujarat,Gandhinagar,2025-11,1152
Gujarat,Gandhinagar,2025-12,769
Gujarat,Gir Somnath,2025-04,1706
Gujarat,Gir Somnath,2025-05,260
Gujarat,Gir Somnath,2025-07,1344
Gujarat,Gir Somnath,2025-09,881
Gujarat,Gir Somnath,2025-10,345
Gujarat,Gir Somnath,2025-11,685
Gujarat,Gir Somnath,2025-12,451
Gujarat,Jamnagar,2025-04,316
Gujarat,Jamnagar,2025-05,554
Gujarat,Jamnagar,2025-07,1014
Gujarat,Jamnagar,2025-09,1520
Gujarat,Jamnagar,2025-10,654
Gujarat,Jamnagar,2025-11,1123
Gujarat,Jamnagar,2025-12,786
Gujarat,Junagadh,2025-04,289
Gujarat,Junagadh,2025-09,1989
Gujarat,Junagadh,2025-10,615
Gujarat,Junagadh,2025-11,1449
Gujarat,Junagadh,2025-12,1052
Gujarat,Kachchh,2025-03,56
Gujarat,Kachchh,2025-04,907
Gujarat,Kachchh,2025-05,150
Gujarat,Kachchh,2025-06,133
Gujarat,Kachchh,2025-07,1929
Gujarat,Kachchh,2025-09,1796
Gujarat,Kachchh,2025-10,787
Gujarat,Kachchh,2025-11,1974
Gujarat,Kachchh,2025-12,1349
Gujarat,Kheda,2025-04,655
Gujarat,Kheda,2025-05,140
Gujarat,Kheda,2025-07,682
Gujarat,Kheda,2025-09,2195
Gujarat,Kheda,2025-10,737
Gujarat,Kheda,2025-11,1978
Gujarat,Kheda,2025-12,979
Gujarat,Mahesana,2025-04,553
Gujarat,Mahesana,2025-05,217
Gujarat,Mahesana,2025-07,1157
Gujarat,Mahesana,2025-09,1510
Gujarat,Mahesana,2025-10,510
Gujarat,Mahesana,2025-11,1398
Gujarat,Mahesana,2025-12,968
Gujarat,Mahisagar,2025-04,138
Gujarat,Mahisagar,2025-06,161
Gujarat,Mahisagar,2025-07,564
Gujarat,Mahisagar,2025-09,649
Gujarat,Mahisagar,2025-10,226
Gujarat,Mahisagar,2025-11,438
Gujarat,Mahisagar,2025-12,330
Gujarat,Morbi,2025-03,71
Gujarat,Morbi,2025-04,1171
Gujarat,Morbi,2025-05,523
Gujarat,Morbi,2025-06,1169
Gujarat,Morbi,2025-07,2829
Gujarat,Morbi,2025-09,828
Gujarat,Morbi,2025-10,343
Gujarat,Morbi,2025-11,622
Gujarat,Morbi,2025-12,394
Gujarat,Narmada,2025-09,506
Gujarat,Narmada,2025-10,158
Gujarat,Narmada,2025-11,313
Gujarat,Narmada,2025-12,259
Gujarat,Navsari,2025-04,176
Gujarat,Navsari,2025-05,158
Gujarat,Navsari,2025-07,257
Gujarat,Navsari,2025-09,801
Gujarat,Navsari,2025-10,248
Gujarat,Navsari,2025-11,744
Gujarat,Navsari,2025-12,322
Gujarat,Panchmahals,2025-04,902
Gujarat,Panchmahals,2025-05,455
Gujarat,Panchmahals,2025-07,1323
Gujarat,Panchmahals,2025-09,1898
Gujarat,Panchmahals,2025-10,752
Gujarat,Panchmahals,2025-11,1386
Gujarat,Panchmahals,2025-12,810
Gujarat,Patan,2025-03,190
Gujarat,Patan,2025-04,1198
Gujarat,Patan,2025-05,303
Gujarat,Patan,2025-06,298
Gujarat,Patan,2025-07,3151
Gujarat,Patan,2025-09,1651
Gujarat,Patan,2025-10,429
Gujarat,Patan,2025-11,1070
Gujarat,Patan,2025-12,576
Gujarat,Porbandar,2025-04,349
Gujarat,Porbandar,2025-06,277
Gujarat,Porbandar,2025-07,595
Gujarat,Porbandar,2025-09,497
Gujarat,Porbandar,2025-10,186
Gujarat,Porbandar,2025-11,342
Gujarat,Porbandar,2025-12,242
Gujarat,Rajkot,2025-04,1967
Gujarat,Rajkot,2025-05,1908
Gujarat,Rajkot,2025-06,324
Gujarat,Rajkot,2025-07,4204
Gujarat,Rajkot,2025-09,2926
Gujarat,Rajkot,2025-10,1214
Gujarat,Rajkot,2025-11,2696
Gujarat,Rajkot,2025-12,1538
Gujarat,Sabarkantha,2025-04,696
Gujarat,Sabarkantha,2025-05,142
Gujarat,Sabarkantha,2025-07,2277
Gujarat,Sabarkantha,2025-09,1906
Gujarat,Sabarkantha,2025-10,521
Gujarat,Sabarkantha,2025-11,1029
Gujarat,Sabarkantha,2025-12,869
Gujarat,Surat,2025-04,4188
Gujarat,Surat,2025-05,1986
Gujarat,Surat,2025-07,4356
Gujarat,Surat,2025-09,5279
Gujarat,Surat,2025-10,1775
Gujarat,Surat,2025-11,4783
Gujarat,Surat,2025-12,2580
Gujarat,Surendra Nagar,2025-04,686
Gujarat,Surendra Nagar,2025-07,1753
Gujarat,Surendra Nagar,2025-09,2509
Gujarat,Surendra Nagar,2025-10,766
Gujarat,Surendra Nagar,2025-11,1380
Gujarat,Surendra Nagar,2025-12,1044
Gujarat,Tapi,2025-04,93
Gujarat,Tapi,2025-09,1041
Gujarat,Tapi,2025-10,248
Gujarat,Tapi,2025-11,540
Gujarat,Tapi,2025-12,255
Gujarat,The Dangs,2025-04,120
Gujarat,The Dangs,2025-05,261
Gujarat,The Dangs,2025-09,437
Gujarat,The Dangs,2025-10,163
Gujarat,The Dangs,2025-11,228
Gujarat,The Dangs,2025-12,113
Gujarat,Vadodara,2025-03,89
Gujarat,Vadodara,2025-04,1184
Gujarat,Vadodara,2025-05,246
Gujarat,Vadodara,2025-06,510
Gujarat,Vadodara,2025-07,784
Gujarat,Vadodara,2025-09,3036
Gujarat,Vadodara,2025-10,1360
Gujarat,Vadodara,2025-11,2998
Gujarat,Vadodara,2025-12,1766
Gujarat,Valsad,2025-04,904
Gujarat,Valsad,2025-05,398
Gujarat,Valsad,2025-07,872
Gujarat,Valsad,2025-09,1841
Gujarat,Valsad,2025-10,575
Gujarat,Valsad,2025-11,1511
Gujarat,Valsad,2025-12,1150
Haryana,Ambala,2025-06,281
Haryana,Ambala,2025-09,740
Haryana,Ambala,2025-10,635
Haryana,Ambala,2025-11,925
Haryana,Ambala,2025-12,534
Haryana,Bhiwani,2025-09,994
Haryana,Bhiwani,2025-10,748
Haryana,Bhiwani,2025-11,901
Haryana,Bhiwani,2025-12,677
Haryana,Charkhi Dadri,2025-09,255
Haryana,Charkhi Dadri,2025-10,148
Haryana,Charkhi Dadri,2025-11,276
Haryana,Charkhi Dadri,2025-12,135
Haryana,Faridabad,2025-03,150
Haryana,Faridabad,2025-04,1606
Haryana,Faridabad,2025-05,1701
Haryana,Faridabad,2025-06,2264
Haryana,Faridabad,2025-07,3465
Haryana,Faridabad,2025-09,2232
Haryana,Faridabad,2025-10,1223
Haryana,Faridabad,2025-11,2120
Haryana,Faridabad,2025-12,1020
Haryana,Fatehabad,2025-09,612
Haryana,Fatehabad,2025-10,670
Haryana,Fatehabad,2025-11,733
Haryana,Fatehabad,2025-12,517
Haryana,Gurgaon,2025-04,722
Haryana,Gurgaon,2025-05,668
Haryana,Gurgaon,2025-09,1759
Haryana,Gurgaon,2025-10,1001
Haryana,Gurgaon,2025-11,1575
Haryana,Gurgaon,2025-12,926
Haryana,Gurugram,2025-03,50
Haryana,Gurugram,2025-06,822
Haryana,Gurugram,2025-07,1764
Haryana,Hisar,2025-06,406
Haryana,Hisar,2025-09,1413
Haryana,Hisar,2025-10,1147
Haryana,Hisar,2025-11,1271
Haryana,Hisar,2025-12,813
Haryana,Jhajjar,2025-09,843
Haryana,Jhajjar,2025-10,600
